sample_id,split,split_strategy
174,train,element_set
175,train,element_set
177,train,element_set
178,train,element_set
179,train,element_set
180,train,element_set
181,train,element_set
182,train,element_set
183,train,element_set
184,train,element_set
185,train,element_set
186,train,element_set
187,train,element_set
189,train,element_set
190,train,element_set
191,train,element_set
193,train,element_set
194,train,element_set
195,train,element_set
196,train,element_set
197,train,element_set
198,train,element_set
199,train,element_set
200,train,element_set
201,train,element_set
202,train,element_set
203,train,element_set
204,train,element_set
205,train,element_set
206,train,element_set
207,train,element_set
209,train,element_set
211,train,element_set
212,train,element_set
214,train,element_set
215,train,element_set
217,train,element_set
218,train,element_set
219,train,element_set
220,train,element_set
221,train,element_set
222,train,element_set
223,train,element_set
224,train,element_set
225,train,element_set
227,train,element_set
228,train,element_set
229,train,element_set
231,train,element_set
232,train,element_set
234,train,element_set
235,train,element_set
236,train,element_set
238,train,element_set
239,train,element_set
241,train,element_set
243,train,element_set
244,train,element_set
245,train,element_set
246,train,element_set
247,train,element_set
248,train,element_set
249,train,element_set
250,train,element_set
251,train,element_set
252,train,element_set
253,train,element_set
255,train,element_set
256,train,element_set
257,train,element_set
259,train,element_set
260,train,element_set
261,train,element_set
262,train,element_set
264,train,element_set
265,train,element_set
266,train,element_set
267,train,element_set
268,train,element_set
269,train,element_set
270,train,element_set
271,train,element_set
273,train,element_set
274,train,element_set
276,train,element_set
277,train,element_set
279,train,element_set
280,train,element_set
282,train,element_set
284,train,element_set
286,train,element_set
288,train,element_set
289,train,element_set
290,train,element_set
291,train,element_set
292,train,element_set
294,train,element_set
295,train,element_set
296,train,element_set
297,train,element_set
298,train,element_set
299,train,element_set
300,train,element_set
304,train,element_set
305,train,element_set
306,train,element_set
307,train,element_set
308,train,element_set
310,train,element_set
311,train,element_set
312,train,element_set
313,train,element_set
314,train,element_set
316,train,element_set
318,train,element_set
319,train,element_set
320,train,element_set
322,train,element_set
323,train,element_set
325,train,element_set
326,train,element_set
327,train,element_set
328,train,element_set
329,train,element_set
330,train,element_set
331,train,element_set
332,train,element_set
333,train,element_set
335,train,element_set
337,train,element_set
339,train,element_set
340,train,element_set
342,train,element_set
343,train,element_set
344,train,element_set
346,train,element_set
347,train,element_set
348,train,element_set
349,train,element_set
350,train,element_set
351,train,element_set
352,train,element_set
354,train,element_set
355,train,element_set
356,train,element_set
357,train,element_set
359,train,element_set
361,train,element_set
362,train,element_set
363,train,element_set
364,train,element_set
366,train,element_set
368,train,element_set
369,train,element_set
370,train,element_set
372,train,element_set
373,train,element_set
374,train,element_set
375,train,element_set
376,train,element_set
377,train,element_set
378,train,element_set
379,train,element_set
380,train,element_set
382,train,element_set
383,train,element_set
384,train,element_set
386,train,element_set
387,train,element_set
388,train,element_set
389,train,element_set
390,train,element_set
391,train,element_set
392,train,element_set
393,train,element_set
394,train,element_set
395,train,element_set
396,train,element_set
397,train,element_set
398,train,element_set
399,train,element_set
400,train,element_set
401,train,element_set
402,train,element_set
403,train,element_set
404,train,element_set
405,train,element_set
406,train,element_set
407,train,element_set
408,train,element_set
409,train,element_set
410,train,element_set
412,train,element_set
413,train,element_set
414,train,element_set
415,train,element_set
416,train,element_set
417,train,element_set
418,train,element_set
419,train,element_set
420,train,element_set
422,train,element_set
423,train,element_set
425,train,element_set
428,train,element_set
429,train,element_set
430,train,element_set
431,train,element_set
432,train,element_set
433,train,element_set
434,train,element_set
435,train,element_set
436,train,element_set
438,train,element_set
439,train,element_set
440,train,element_set
442,train,element_set
443,train,element_set
444,train,element_set
445,train,element_set
446,train,element_set
448,train,element_set
450,train,element_set
451,train,element_set
452,train,element_set
453,train,element_set
454,train,element_set
455,train,element_set
456,train,element_set
457,train,element_set
459,train,element_set
460,train,element_set
461,train,element_set
463,train,element_set
465,train,element_set
467,train,element_set
470,train,element_set
471,train,element_set
472,train,element_set
473,train,element_set
474,train,element_set
475,train,element_set
476,train,element_set
477,train,element_set
478,train,element_set
479,train,element_set
480,train,element_set
481,train,element_set
482,train,element_set
483,train,element_set
484,train,element_set
487,train,element_set
488,train,element_set
489,train,element_set
490,train,element_set
491,train,element_set
492,train,element_set
493,train,element_set
494,train,element_set
495,train,element_set
496,train,element_set
497,train,element_set
498,train,element_set
499,train,element_set
500,train,element_set
501,train,element_set
502,train,element_set
504,train,element_set
505,train,element_set
506,train,element_set
507,train,element_set
508,train,element_set
509,train,element_set
510,train,element_set
511,train,element_set
515,train,element_set
516,train,element_set
517,train,element_set
518,train,element_set
519,train,element_set
520,train,element_set
521,train,element_set
523,train,element_set
524,train,element_set
525,train,element_set
526,train,element_set
530,train,element_set
531,train,element_set
532,train,element_set
533,train,element_set
534,train,element_set
535,train,element_set
536,train,element_set
538,train,element_set
540,train,element_set
542,train,element_set
543,train,element_set
544,train,element_set
545,train,element_set
547,train,element_set
548,train,element_set
549,train,element_set
550,train,element_set
552,train,element_set
553,train,element_set
554,train,element_set
555,train,element_set
556,train,element_set
557,train,element_set
558,train,element_set
559,train,element_set
561,train,element_set
562,train,element_set
563,train,element_set
564,train,element_set
565,train,element_set
566,train,element_set
567,train,element_set
568,train,element_set
569,train,element_set
570,train,element_set
571,train,element_set
572,train,element_set
573,train,element_set
574,train,element_set
575,train,element_set
576,train,element_set
577,train,element_set
579,train,element_set
580,train,element_set
581,train,element_set
582,train,element_set
584,train,element_set
585,train,element_set
586,train,element_set
587,train,element_set
588,train,element_set
589,train,element_set
591,train,element_set
594,train,element_set
596,train,element_set
600,train,element_set
602,train,element_set
603,train,element_set
604,train,element_set
605,train,element_set
606,train,element_set
607,train,element_set
608,train,element_set
611,train,element_set
613,train,element_set
614,train,element_set
615,train,element_set
616,train,element_set
617,train,element_set
619,train,element_set
620,train,element_set
622,train,element_set
623,train,element_set
624,train,element_set
625,train,element_set
626,train,element_set
628,train,element_set
629,train,element_set
632,train,element_set
633,train,element_set
634,train,element_set
636,train,element_set
637,train,element_set
638,train,element_set
640,train,element_set
642,train,element_set
643,train,element_set
644,train,element_set
645,train,element_set
648,train,element_set
649,train,element_set
651,train,element_set
652,train,element_set
653,train,element_set
654,train,element_set
655,train,element_set
656,train,element_set
658,train,element_set
660,train,element_set
662,train,element_set
663,train,element_set
664,train,element_set
665,train,element_set
666,train,element_set
668,train,element_set
669,train,element_set
670,train,element_set
671,train,element_set
672,train,element_set
673,train,element_set
674,train,element_set
675,train,element_set
676,train,element_set
677,train,element_set
678,train,element_set
679,train,element_set
680,train,element_set
681,train,element_set
684,train,element_set
685,train,element_set
686,train,element_set
687,train,element_set
688,train,element_set
690,train,element_set
691,train,element_set
692,train,element_set
696,train,element_set
697,train,element_set
698,train,element_set
699,train,element_set
700,train,element_set
701,train,element_set
703,train,element_set
704,train,element_set
705,train,element_set
706,train,element_set
707,train,element_set
708,train,element_set
709,train,element_set
711,train,element_set
712,train,element_set
713,train,element_set
714,train,element_set
715,train,element_set
716,train,element_set
717,train,element_set
718,train,element_set
720,train,element_set
722,train,element_set
723,train,element_set
724,train,element_set
725,train,element_set
726,train,element_set
727,train,element_set
728,train,element_set
729,train,element_set
730,train,element_set
732,train,element_set
733,train,element_set
736,train,element_set
737,train,element_set
738,train,element_set
739,train,element_set
740,train,element_set
741,train,element_set
742,train,element_set
744,train,element_set
745,train,element_set
746,train,element_set
748,train,element_set
749,train,element_set
750,train,element_set
751,train,element_set
752,train,element_set
753,train,element_set
754,train,element_set
755,train,element_set
758,train,element_set
760,train,element_set
761,train,element_set
762,train,element_set
763,train,element_set
764,train,element_set
765,train,element_set
766,train,element_set
767,train,element_set
769,train,element_set
772,train,element_set
773,train,element_set
774,train,element_set
775,train,element_set
777,train,element_set
778,train,element_set
779,train,element_set
780,train,element_set
782,train,element_set
783,train,element_set
784,train,element_set
785,train,element_set
786,train,element_set
787,train,element_set
788,train,element_set
789,train,element_set
790,train,element_set
792,train,element_set
793,train,element_set
794,train,element_set
795,train,element_set
797,train,element_set
799,train,element_set
800,train,element_set
801,train,element_set
803,train,element_set
804,train,element_set
805,train,element_set
806,train,element_set
807,train,element_set
808,train,element_set
809,train,element_set
810,train,element_set
812,train,element_set
814,train,element_set
815,train,element_set
816,train,element_set
817,train,element_set
818,train,element_set
819,train,element_set
820,train,element_set
822,train,element_set
823,train,element_set
824,train,element_set
825,train,element_set
826,train,element_set
827,train,element_set
828,train,element_set
829,train,element_set
830,train,element_set
832,train,element_set
833,train,element_set
834,train,element_set
838,train,element_set
839,train,element_set
840,train,element_set
841,train,element_set
842,train,element_set
843,train,element_set
844,train,element_set
845,train,element_set
846,train,element_set
848,train,element_set
849,train,element_set
850,train,element_set
851,train,element_set
852,train,element_set
854,train,element_set
855,train,element_set
857,train,element_set
858,train,element_set
859,train,element_set
861,train,element_set
862,train,element_set
863,train,element_set
864,train,element_set
865,train,element_set
866,train,element_set
867,train,element_set
868,train,element_set
870,train,element_set
871,train,element_set
872,train,element_set
873,train,element_set
874,train,element_set
875,train,element_set
876,train,element_set
877,train,element_set
878,train,element_set
879,train,element_set
880,train,element_set
882,train,element_set
883,train,element_set
884,train,element_set
885,train,element_set
886,train,element_set
887,train,element_set
888,train,element_set
889,train,element_set
890,train,element_set
892,train,element_set
893,train,element_set
894,train,element_set
895,train,element_set
896,train,element_set
897,train,element_set
898,train,element_set
899,train,element_set
900,train,element_set
901,train,element_set
902,train,element_set
903,train,element_set
904,train,element_set
905,train,element_set
906,train,element_set
908,train,element_set
909,train,element_set
910,train,element_set
911,train,element_set
912,train,element_set
913,train,element_set
914,train,element_set
916,train,element_set
917,train,element_set
918,train,element_set
919,train,element_set
920,train,element_set
921,train,element_set
922,train,element_set
923,train,element_set
924,train,element_set
926,train,element_set
927,train,element_set
928,train,element_set
930,train,element_set
931,train,element_set
932,train,element_set
933,train,element_set
934,train,element_set
935,train,element_set
936,train,element_set
937,train,element_set
938,train,element_set
939,train,element_set
940,train,element_set
941,train,element_set
943,train,element_set
944,train,element_set
946,train,element_set
947,train,element_set
948,train,element_set
949,train,element_set
954,train,element_set
955,train,element_set
957,train,element_set
958,train,element_set
961,train,element_set
962,train,element_set
963,train,element_set
965,train,element_set
966,train,element_set
967,train,element_set
968,train,element_set
969,train,element_set
971,train,element_set
972,train,element_set
974,train,element_set
975,train,element_set
976,train,element_set
977,train,element_set
978,train,element_set
979,train,element_set
981,train,element_set
982,train,element_set
983,train,element_set
984,train,element_set
985,train,element_set
986,train,element_set
987,train,element_set
988,train,element_set
991,train,element_set
992,train,element_set
993,train,element_set
996,train,element_set
997,train,element_set
998,train,element_set
999,train,element_set
1000,train,element_set
1001,train,element_set
1002,train,element_set
1003,train,element_set
1004,train,element_set
1005,train,element_set
1006,train,element_set
1008,train,element_set
1010,train,element_set
1012,train,element_set
1013,train,element_set
1015,train,element_set
1016,train,element_set
1018,train,element_set
1019,train,element_set
1020,train,element_set
1021,train,element_set
1023,train,element_set
1025,train,element_set
1026,train,element_set
1027,train,element_set
1028,train,element_set
1029,train,element_set
1030,train,element_set
1031,train,element_set
1032,train,element_set
1033,train,element_set
1035,train,element_set
1036,train,element_set
1037,train,element_set
1038,train,element_set
1039,train,element_set
1040,train,element_set
1041,train,element_set
1042,train,element_set
1043,train,element_set
1044,train,element_set
1045,train,element_set
1048,train,element_set
1049,train,element_set
1050,train,element_set
1051,train,element_set
1052,train,element_set
1053,train,element_set
1054,train,element_set
1055,train,element_set
1056,train,element_set
1057,train,element_set
1058,train,element_set
1059,train,element_set
1060,train,element_set
1061,train,element_set
1062,train,element_set
1063,train,element_set
1064,train,element_set
1065,train,element_set
1066,train,element_set
1067,train,element_set
1068,train,element_set
1069,train,element_set
1070,train,element_set
1073,train,element_set
1074,train,element_set
1075,train,element_set
1076,train,element_set
1077,train,element_set
1078,train,element_set
1081,train,element_set
1083,train,element_set
1084,train,element_set
1085,train,element_set
1086,train,element_set
1087,train,element_set
1088,train,element_set
1090,train,element_set
1091,train,element_set
1092,train,element_set
1093,train,element_set
1094,train,element_set
1095,train,element_set
1096,train,element_set
1098,train,element_set
1100,train,element_set
1101,train,element_set
1102,train,element_set
1103,train,element_set
1107,train,element_set
1108,train,element_set
1110,train,element_set
1111,train,element_set
1112,train,element_set
1113,train,element_set
1114,train,element_set
1115,train,element_set
1116,train,element_set
1117,train,element_set
1119,train,element_set
1120,train,element_set
1122,train,element_set
1123,train,element_set
1125,train,element_set
1126,train,element_set
1127,train,element_set
1129,train,element_set
1130,train,element_set
1131,train,element_set
1132,train,element_set
1133,train,element_set
1134,train,element_set
1135,train,element_set
1136,train,element_set
1137,train,element_set
1138,train,element_set
1139,train,element_set
1140,train,element_set
1141,train,element_set
1142,train,element_set
1144,train,element_set
1145,train,element_set
1146,train,element_set
1147,train,element_set
1148,train,element_set
1151,train,element_set
1152,train,element_set
1153,train,element_set
1154,train,element_set
1155,train,element_set
1156,train,element_set
1157,train,element_set
1158,train,element_set
1159,train,element_set
1160,train,element_set
1161,train,element_set
1162,train,element_set
1163,train,element_set
1164,train,element_set
1165,train,element_set
1167,train,element_set
1168,train,element_set
1169,train,element_set
1171,train,element_set
1173,train,element_set
1174,train,element_set
1175,train,element_set
1176,train,element_set
1177,train,element_set
1179,train,element_set
1180,train,element_set
1181,train,element_set
1182,train,element_set
1183,train,element_set
1184,train,element_set
1186,train,element_set
1187,train,element_set
1189,train,element_set
1191,train,element_set
1193,train,element_set
1194,train,element_set
1195,train,element_set
1196,train,element_set
1197,train,element_set
1198,train,element_set
1199,train,element_set
1200,train,element_set
1201,train,element_set
1202,train,element_set
1204,train,element_set
1205,train,element_set
1206,train,element_set
1207,train,element_set
1208,train,element_set
1210,train,element_set
1213,train,element_set
1214,train,element_set
1215,train,element_set
1216,train,element_set
1218,train,element_set
1219,train,element_set
1221,train,element_set
1223,train,element_set
1224,train,element_set
1225,train,element_set
1226,train,element_set
1227,train,element_set
1228,train,element_set
1229,train,element_set
1231,train,element_set
1232,train,element_set
1233,train,element_set
1234,train,element_set
1235,train,element_set
1236,train,element_set
1237,train,element_set
1238,train,element_set
1239,train,element_set
1241,train,element_set
1242,train,element_set
1245,train,element_set
1246,train,element_set
1247,train,element_set
1249,train,element_set
1250,train,element_set
1252,train,element_set
1256,train,element_set
1258,train,element_set
1260,train,element_set
1261,train,element_set
1263,train,element_set
1264,train,element_set
1265,train,element_set
1266,train,element_set
1267,train,element_set
1268,train,element_set
1269,train,element_set
1270,train,element_set
1271,train,element_set
1272,train,element_set
1273,train,element_set
1274,train,element_set
1275,train,element_set
1276,train,element_set
1277,train,element_set
1278,train,element_set
1279,train,element_set
1280,train,element_set
1281,train,element_set
1284,train,element_set
1285,train,element_set
1286,train,element_set
1287,train,element_set
1288,train,element_set
1289,train,element_set
1290,train,element_set
1291,train,element_set
1292,train,element_set
1293,train,element_set
1294,train,element_set
1295,train,element_set
1297,train,element_set
1298,train,element_set
1300,train,element_set
1301,train,element_set
1303,train,element_set
1304,train,element_set
1305,train,element_set
1306,train,element_set
1307,train,element_set
1308,train,element_set
1309,train,element_set
1311,train,element_set
1312,train,element_set
1313,train,element_set
1314,train,element_set
1315,train,element_set
1316,train,element_set
1317,train,element_set
1318,train,element_set
1319,train,element_set
1320,train,element_set
1321,train,element_set
1322,train,element_set
1323,train,element_set
1324,train,element_set
1326,train,element_set
1327,train,element_set
1329,train,element_set
1330,train,element_set
1331,train,element_set
1332,train,element_set
1333,train,element_set
1334,train,element_set
1335,train,element_set
1336,train,element_set
1339,train,element_set
1340,train,element_set
1341,train,element_set
1342,train,element_set
1343,train,element_set
1344,train,element_set
1345,train,element_set
1346,train,element_set
1347,train,element_set
1348,train,element_set
1350,train,element_set
1351,train,element_set
1352,train,element_set
1353,train,element_set
1354,train,element_set
1356,train,element_set
1357,train,element_set
1358,train,element_set
1359,train,element_set
1360,train,element_set
1361,train,element_set
1362,train,element_set
1364,train,element_set
1365,train,element_set
1366,train,element_set
1368,train,element_set
1370,train,element_set
1371,train,element_set
1372,train,element_set
1373,train,element_set
1376,train,element_set
1377,train,element_set
1378,train,element_set
1379,train,element_set
1380,train,element_set
1381,train,element_set
1382,train,element_set
1384,train,element_set
1385,train,element_set
1386,train,element_set
1387,train,element_set
1389,train,element_set
1390,train,element_set
1392,train,element_set
1393,train,element_set
1394,train,element_set
1395,train,element_set
1396,train,element_set
1397,train,element_set
1399,train,element_set
1400,train,element_set
1401,train,element_set
1402,train,element_set
1403,train,element_set
1404,train,element_set
1405,train,element_set
1406,train,element_set
1407,train,element_set
1408,train,element_set
1409,train,element_set
1410,train,element_set
1411,train,element_set
1412,train,element_set
1413,train,element_set
1414,train,element_set
1415,train,element_set
1416,train,element_set
1417,train,element_set
1418,train,element_set
1420,train,element_set
1421,train,element_set
1423,train,element_set
1425,train,element_set
1426,train,element_set
1427,train,element_set
1428,train,element_set
1430,train,element_set
1431,train,element_set
1432,train,element_set
1434,train,element_set
1436,train,element_set
1437,train,element_set
1438,train,element_set
1439,train,element_set
1440,train,element_set
1441,train,element_set
1442,train,element_set
1443,train,element_set
1444,train,element_set
1446,train,element_set
1447,train,element_set
1448,train,element_set
1450,train,element_set
1451,train,element_set
1452,train,element_set
1453,train,element_set
1454,train,element_set
1455,train,element_set
1456,train,element_set
1457,train,element_set
1458,train,element_set
1459,train,element_set
1460,train,element_set
1461,train,element_set
1462,train,element_set
1463,train,element_set
1464,train,element_set
1465,train,element_set
1466,train,element_set
1468,train,element_set
1469,train,element_set
1471,train,element_set
1472,train,element_set
1473,train,element_set
1474,train,element_set
1476,train,element_set
1477,train,element_set
1479,train,element_set
1480,train,element_set
1481,train,element_set
1482,train,element_set
1483,train,element_set
1484,train,element_set
1486,train,element_set
1488,train,element_set
1489,train,element_set
1490,train,element_set
1491,train,element_set
1492,train,element_set
1493,train,element_set
1494,train,element_set
1495,train,element_set
1498,train,element_set
1499,train,element_set
1500,train,element_set
1502,train,element_set
1504,train,element_set
1505,train,element_set
1506,train,element_set
1507,train,element_set
1508,train,element_set
1509,train,element_set
1510,train,element_set
1511,train,element_set
1512,train,element_set
1513,train,element_set
1514,train,element_set
1515,train,element_set
1516,train,element_set
1517,train,element_set
1518,train,element_set
1519,train,element_set
1520,train,element_set
1521,train,element_set
1522,train,element_set
1523,train,element_set
1525,train,element_set
1526,train,element_set
1527,train,element_set
1528,train,element_set
1529,train,element_set
1531,train,element_set
1532,train,element_set
1533,train,element_set
1534,train,element_set
1535,train,element_set
1536,train,element_set
1537,train,element_set
1538,train,element_set
1539,train,element_set
1541,train,element_set
1543,train,element_set
1545,train,element_set
1546,train,element_set
1548,train,element_set
1549,train,element_set
1550,train,element_set
1551,train,element_set
1552,train,element_set
1554,train,element_set
1555,train,element_set
1556,train,element_set
1557,train,element_set
1559,train,element_set
1560,train,element_set
1561,train,element_set
1562,train,element_set
1563,train,element_set
1564,train,element_set
1566,train,element_set
1567,train,element_set
1568,train,element_set
1569,train,element_set
1570,train,element_set
1572,train,element_set
1573,train,element_set
1575,train,element_set
1576,train,element_set
1578,train,element_set
1580,train,element_set
1581,train,element_set
1582,train,element_set
1583,train,element_set
1584,train,element_set
1586,train,element_set
1587,train,element_set
1589,train,element_set
1590,train,element_set
1591,train,element_set
1592,train,element_set
1594,train,element_set
1596,train,element_set
1597,train,element_set
1598,train,element_set
1599,train,element_set
1600,train,element_set
1601,train,element_set
1603,train,element_set
1604,train,element_set
1606,train,element_set
1607,train,element_set
1608,train,element_set
1609,train,element_set
1610,train,element_set
1611,train,element_set
1612,train,element_set
1613,train,element_set
1614,train,element_set
1615,train,element_set
1617,train,element_set
1618,train,element_set
1619,train,element_set
1621,train,element_set
1622,train,element_set
1623,train,element_set
1624,train,element_set
1626,train,element_set
1627,train,element_set
1628,train,element_set
1629,train,element_set
1630,train,element_set
1631,train,element_set
1633,train,element_set
1636,train,element_set
1637,train,element_set
1639,train,element_set
1640,train,element_set
1641,train,element_set
1642,train,element_set
1644,train,element_set
1645,train,element_set
1646,train,element_set
1647,train,element_set
1648,train,element_set
1649,train,element_set
1650,train,element_set
1651,train,element_set
1652,train,element_set
1653,train,element_set
1655,train,element_set
1656,train,element_set
1657,train,element_set
1658,train,element_set
1659,train,element_set
1660,train,element_set
1661,train,element_set
1662,train,element_set
1664,train,element_set
1665,train,element_set
1666,train,element_set
1667,train,element_set
1668,train,element_set
1669,train,element_set
1672,train,element_set
1673,train,element_set
1674,train,element_set
1675,train,element_set
1676,train,element_set
1677,train,element_set
1678,train,element_set
1680,train,element_set
1681,train,element_set
1682,train,element_set
1683,train,element_set
1684,train,element_set
1686,train,element_set
1687,train,element_set
1689,train,element_set
1690,train,element_set
1691,train,element_set
1693,train,element_set
1694,train,element_set
1696,train,element_set
1697,train,element_set
1698,train,element_set
1699,train,element_set
1700,train,element_set
1701,train,element_set
1702,train,element_set
1703,train,element_set
1704,train,element_set
1706,train,element_set
1707,train,element_set
1708,train,element_set
1709,train,element_set
1710,train,element_set
1711,train,element_set
1712,train,element_set
1714,train,element_set
1715,train,element_set
1716,train,element_set
1717,train,element_set
1718,train,element_set
1719,train,element_set
1720,train,element_set
1723,train,element_set
1724,train,element_set
1725,train,element_set
1726,train,element_set
1727,train,element_set
1729,train,element_set
1730,train,element_set
1734,train,element_set
1735,train,element_set
1736,train,element_set
1737,train,element_set
1738,train,element_set
1739,train,element_set
1740,train,element_set
1741,train,element_set
1742,train,element_set
1743,train,element_set
1744,train,element_set
1745,train,element_set
1746,train,element_set
1747,train,element_set
1749,train,element_set
1750,train,element_set
1752,train,element_set
1753,train,element_set
1754,train,element_set
1755,train,element_set
1756,train,element_set
1757,train,element_set
1758,train,element_set
1760,train,element_set
1762,train,element_set
1764,train,element_set
1765,train,element_set
1766,train,element_set
1767,train,element_set
1768,train,element_set
1769,train,element_set
1770,train,element_set
1771,train,element_set
1772,train,element_set
1773,train,element_set
1774,train,element_set
1775,train,element_set
1776,train,element_set
1777,train,element_set
1778,train,element_set
1780,train,element_set
1781,train,element_set
1782,train,element_set
1785,train,element_set
1787,train,element_set
1788,train,element_set
1789,train,element_set
1790,train,element_set
1791,train,element_set
1792,train,element_set
1793,train,element_set
1794,train,element_set
1795,train,element_set
1796,train,element_set
1797,train,element_set
1798,train,element_set
1799,train,element_set
1800,train,element_set
1801,train,element_set
1802,train,element_set
1803,train,element_set
1804,train,element_set
1805,train,element_set
1806,train,element_set
1807,train,element_set
1808,train,element_set
1809,train,element_set
1810,train,element_set
1811,train,element_set
1813,train,element_set
1814,train,element_set
1815,train,element_set
1818,train,element_set
1819,train,element_set
1820,train,element_set
1821,train,element_set
1822,train,element_set
1823,train,element_set
1824,train,element_set
1825,train,element_set
1829,train,element_set
1830,train,element_set
1831,train,element_set
1832,train,element_set
1833,train,element_set
1834,train,element_set
1835,train,element_set
1837,train,element_set
1838,train,element_set
1840,train,element_set
1841,train,element_set
1842,train,element_set
1843,train,element_set
1844,train,element_set
1845,train,element_set
1846,train,element_set
1850,train,element_set
1851,train,element_set
1853,train,element_set
1854,train,element_set
1855,train,element_set
1859,train,element_set
1860,train,element_set
1861,train,element_set
1863,train,element_set
1864,train,element_set
1865,train,element_set
1866,train,element_set
1867,train,element_set
1868,train,element_set
1871,train,element_set
1872,train,element_set
1873,train,element_set
1874,train,element_set
1875,train,element_set
1876,train,element_set
1877,train,element_set
1879,train,element_set
1881,train,element_set
1882,train,element_set
1883,train,element_set
1884,train,element_set
1885,train,element_set
1886,train,element_set
1887,train,element_set
1888,train,element_set
1889,train,element_set
1891,train,element_set
1892,train,element_set
1893,train,element_set
1894,train,element_set
1895,train,element_set
1896,train,element_set
1897,train,element_set
1898,train,element_set
1899,train,element_set
1900,train,element_set
1901,train,element_set
1902,train,element_set
1905,train,element_set
1906,train,element_set
1908,train,element_set
1910,train,element_set
1911,train,element_set
1913,train,element_set
1914,train,element_set
1916,train,element_set
1917,train,element_set
1918,train,element_set
1921,train,element_set
1924,train,element_set
1925,train,element_set
1926,train,element_set
1927,train,element_set
1929,train,element_set
1930,train,element_set
1932,train,element_set
1933,train,element_set
1934,train,element_set
1936,train,element_set
1937,train,element_set
1938,train,element_set
1940,train,element_set
1941,train,element_set
1942,train,element_set
1945,train,element_set
1947,train,element_set
1948,train,element_set
1949,train,element_set
1950,train,element_set
1951,train,element_set
1952,train,element_set
1954,train,element_set
1955,train,element_set
1956,train,element_set
1957,train,element_set
1958,train,element_set
1959,train,element_set
1960,train,element_set
1961,train,element_set
1964,train,element_set
1966,train,element_set
1967,train,element_set
1968,train,element_set
1969,train,element_set
1970,train,element_set
1971,train,element_set
1972,train,element_set
1973,train,element_set
1974,train,element_set
1975,train,element_set
1976,train,element_set
1977,train,element_set
1979,train,element_set
1980,train,element_set
1981,train,element_set
1982,train,element_set
1983,train,element_set
1984,train,element_set
1986,train,element_set
1987,train,element_set
1988,train,element_set
1989,train,element_set
1990,train,element_set
1991,train,element_set
1992,train,element_set
1993,train,element_set
1996,train,element_set
1997,train,element_set
1998,train,element_set
1999,train,element_set
2000,train,element_set
2001,train,element_set
2002,train,element_set
2003,train,element_set
2004,train,element_set
2005,train,element_set
2006,train,element_set
2007,train,element_set
2008,train,element_set
2009,train,element_set
2010,train,element_set
2011,train,element_set
2012,train,element_set
2013,train,element_set
2014,train,element_set
2015,train,element_set
2016,train,element_set
2017,train,element_set
2018,train,element_set
2019,train,element_set
2020,train,element_set
2021,train,element_set
2022,train,element_set
2023,train,element_set
2024,train,element_set
2025,train,element_set
2026,train,element_set
2027,train,element_set
