sample_id,target,pca_1,pca_2,is_low_10,is_high_10,is_middle_80,is_low_5,is_high_5,tail_10_label,random_iid_split,group_element_set_split
64,1.9,-1.8222320964123582,1.2870430664860535,False,False,True,False,False,middle_80,train,train
65,1.54,-3.7224348746277562,-0.7625773424428691,False,False,True,False,False,middle_80,train,train
66,0.86,-1.4427635669729628,1.0538187908773058,False,False,True,False,False,middle_80,train,train
67,1.48,-2.419550351684368,-2.1927991159615425,False,False,True,False,False,middle_80,train,train
68,1.1,-1.5812044865868318,-0.9618802489615502,False,False,True,False,False,middle_80,train,val
69,3.34,-0.34030349603353754,1.929717261753753,False,True,False,False,True,high_10,train,test
70,1.08,1.1334996594074511,-0.6181211860970947,False,False,True,False,False,middle_80,train,train
71,3.74,-1.0753465995513172,-0.2574927681880409,False,True,False,False,True,high_10,train,train
72,0.82,0.4727611736035733,-0.8681890347897268,False,False,True,False,False,middle_80,test,test
73,2.3,2.980145739121215,-1.1725773635661263,False,False,True,False,False,middle_80,train,train
74,3.2,-1.5002847749609496,1.3705909912196128,False,True,False,False,True,high_10,train,train
75,1.9,-2.867816101180367,-2.232145186470091,False,False,True,False,False,middle_80,train,train
76,2.98,-1.9607259207343908,1.1981611376912629,False,True,False,False,True,high_10,train,train
77,1.38,1.192185819460259,0.14916674952377998,False,False,True,False,False,middle_80,train,train
78,0.42,0.9727327600343122,-0.38285250154012684,True,False,False,True,False,low_10,train,train
79,1.0,1.6553709286987723,1.6026049931512614,False,False,True,False,False,middle_80,train,val
80,1.06,-1.5323965041625813,0.2538623190987676,False,False,True,False,False,middle_80,train,train
81,1.6,0.6221174289156162,0.868584892544044,False,False,True,False,False,middle_80,train,train
82,2.04,0.5065973645860405,-0.24342761268283206,False,False,True,False,False,middle_80,train,train
83,0.96,-1.3232620351171982,-0.7788661760514828,False,False,True,False,False,middle_80,train,train
84,2.22,-3.594525402851537,-1.7049051691568369,False,False,True,False,False,middle_80,val,train
85,1.9,-0.21961902779990441,-1.8107507280495216,False,False,True,False,False,middle_80,train,train
86,1.12,-0.509559492772741,0.17446219938084348,False,False,True,False,False,middle_80,train,train
87,2.8,-1.1934745690976816,3.0386533201386485,False,True,False,False,False,high_10,train,train
88,0.62,0.04494608093971744,-1.0459081643754666,True,False,False,False,False,low_10,test,train
89,1.86,-0.01800300162146514,1.7324653804563737,False,False,True,False,False,middle_80,val,train
90,1.72,-0.1262819544503228,-0.6311846762028986,False,False,True,False,False,middle_80,train,train
91,1.32,-2.1666152704836317,-1.8204543136307307,False,False,True,False,False,middle_80,train,train
92,0.76,-0.1298962278803746,0.49635192320598537,False,False,True,False,False,middle_80,train,train
93,1.44,1.7537954876433801,0.8648152111262738,False,False,True,False,False,middle_80,train,train
94,2.32,-3.209310413545221,-0.6285582126962284,False,False,True,False,False,middle_80,train,train
95,1.16,-0.6738696151749053,-1.1159553482504634,False,False,True,False,False,middle_80,val,train
96,3.6,-0.8247799969519682,0.765717380808876,False,True,False,False,True,high_10,train,train
97,1.44,1.5302728870914308,-1.151916077230235,False,False,True,False,False,middle_80,train,train
98,0.56,2.610386297069385,0.6955851261157793,True,False,False,False,False,low_10,val,train
99,2.38,2.415646190324013,0.047016445591250164,False,False,True,False,False,middle_80,train,train
100,1.08,-1.7753311791961912,0.4930638087822722,False,False,True,False,False,middle_80,train,train
101,1.48,-1.1217608050191932,-2.6530184573788262,False,False,True,False,False,middle_80,test,train
102,1.02,2.466845847540333,-1.4696705202707516,False,False,True,False,False,middle_80,train,train
103,0.42,4.315124480197475,-1.1878239607192176,True,False,False,True,False,low_10,test,test
104,1.64,0.3199531303504025,0.5133190763812012,False,False,True,False,False,middle_80,train,train
105,2.58,-2.6431887751439707,1.3850592471920047,False,True,False,False,False,high_10,train,train
106,0.62,-2.172001651829177,-0.12102138371712091,True,False,False,False,False,low_10,train,train
107,1.7,0.7536178642303546,0.10829779791478852,False,False,True,False,False,middle_80,train,train
108,2.8,-2.975658008412643,0.10677769843193098,False,True,False,False,False,high_10,train,train
109,1.54,-3.3859368380975976,-0.596709769067372,False,False,True,False,False,middle_80,train,train
110,1.62,1.6628843110956246,-0.3252568981688945,False,False,True,False,False,middle_80,train,train
111,1.0,-0.2467200511374837,-0.7700988646516926,False,False,True,False,False,middle_80,train,val
112,1.98,2.501440672346,-1.976426577958291,False,False,True,False,False,middle_80,train,val
113,1.96,1.1202896837838592,-0.183406289795923,False,False,True,False,False,middle_80,train,val
114,1.3,1.9198202775007287,0.7825168264569101,False,False,True,False,False,middle_80,train,train
115,1.04,0.22251809480154014,-1.7117888703156565,False,False,True,False,False,middle_80,train,test
116,1.3,2.463037130572063,-0.025427747717808105,False,False,True,False,False,middle_80,train,train
117,2.18,3.8344065583316307,-0.509023113647686,False,False,True,False,False,middle_80,train,train
118,1.06,-1.5487162282306972,-0.4135404690426546,False,False,True,False,False,middle_80,train,train
119,1.7,-0.4686357885585288,1.608681629598361,False,False,True,False,False,middle_80,test,val
120,0.7,0.24499430214619625,-0.572113594524673,False,False,True,False,False,middle_80,train,train
121,2.18,-0.649185759607289,-0.6003435683190218,False,False,True,False,False,middle_80,train,train
122,0.94,-0.6517754297589257,-0.8705554036811072,False,False,True,False,False,middle_80,train,train
123,1.0,1.2319876218922483,0.31601631836144134,False,False,True,False,False,middle_80,test,train
124,1.1,-0.1531188199957395,-0.7418969723334525,False,False,True,False,False,middle_80,val,train
125,0.54,2.468689610517265,0.7863331631932733,True,False,False,False,False,low_10,train,train
126,1.38,0.3908072086360046,2.6079109404531753,False,False,True,False,False,middle_80,train,train
127,0.48,-0.8314305493531733,0.6548745606517237,True,False,False,False,False,low_10,test,train
128,1.9,-0.7345394562568262,1.1794735781760854,False,False,True,False,False,middle_80,train,train
129,1.78,-0.09625794164143972,-1.284865384803059,False,False,True,False,False,middle_80,val,train
130,1.02,-1.8097766579826406,1.220397115217022,False,False,True,False,False,middle_80,train,train
131,1.92,0.15819344724282963,0.13534494279787096,False,False,True,False,False,middle_80,train,train
132,1.02,-0.6197405733704221,-0.6294268213138143,False,False,True,False,False,middle_80,train,train
133,1.14,-0.6673306647643155,-0.14833454916270686,False,False,True,False,False,middle_80,train,train
134,0.56,-2.1034351099007913,0.38651693457870734,True,False,False,False,False,low_10,test,test
135,1.5,0.29173798864457934,-0.04411652194193173,False,False,True,False,False,middle_80,train,train
136,1.5,0.9421378626482655,0.7009663265885852,False,False,True,False,False,middle_80,train,test
137,1.6,1.4204733479145433,3.5826707240749114,False,False,True,False,False,middle_80,test,test
138,0.44,-0.5354573278583794,-0.6091846162040189,True,False,False,True,False,low_10,train,train
139,3.26,-1.120282775708473,0.949335082885221,False,True,False,False,True,high_10,train,train
140,0.88,-0.06083023009189984,0.5657419345282296,False,False,True,False,False,middle_80,train,train
141,1.42,1.5731346937984436,0.7866867877192207,False,False,True,False,False,middle_80,train,val
142,2.02,-0.9772582100100021,-1.1307934840320195,False,False,True,False,False,middle_80,train,train
143,3.14,-1.5941089885762698,0.6295150052202526,False,True,False,False,True,high_10,train,train
144,2.52,-1.2294903061208475,-0.7595774080223452,False,True,False,False,False,high_10,train,train
145,1.1,-0.3364265123142424,-0.876596621404956,False,False,True,False,False,middle_80,train,train
146,2.4,-0.64316009952311,-0.937615143393353,False,False,True,False,False,middle_80,train,train
147,1.36,1.599959444362052,-0.2570966810573609,False,False,True,False,False,middle_80,train,train
148,2.24,-2.1018069156683983,-1.7912926059098642,False,False,True,False,False,middle_80,train,train
149,2.22,3.8655253376122576,0.26510653586351923,False,False,True,False,False,middle_80,train,train
150,1.26,-0.21132903170312703,0.17470800985896948,False,False,True,False,False,middle_80,train,train
151,0.66,1.2431165608487185,-0.3100026772602511,False,False,True,False,False,middle_80,train,train
152,1.0,0.13997094898224272,0.10909074314742753,False,False,True,False,False,middle_80,train,train
153,1.44,2.7477034117637205,1.3041789009167186,False,False,True,False,False,middle_80,train,train
154,1.64,1.3392494432383941,-1.2710227178657953,False,False,True,False,False,middle_80,train,train
155,1.28,2.189993886717946,0.5412650100767253,False,False,True,False,False,middle_80,train,test
156,1.46,0.6267387574548959,2.448666053398188,False,False,True,False,False,middle_80,train,train
157,1.78,0.5329665263573131,0.6468639593528057,False,False,True,False,False,middle_80,train,train
158,2.48,-2.317175150600908,-0.9313965028155206,False,True,False,False,False,high_10,train,test
159,2.16,-0.721124923012106,0.8624540854039273,False,False,True,False,False,middle_80,train,train
160,1.78,0.06020668688248186,-0.4277990391817431,False,False,True,False,False,middle_80,val,train
161,3.9,0.9227680683924143,0.47135465652835057,False,True,False,False,True,high_10,train,train
162,0.64,0.8272305752041991,0.0769177698498305,True,False,False,False,False,low_10,val,val
163,1.1,-0.6675742392028245,-0.24403978488584324,False,False,True,False,False,middle_80,train,train
164,1.86,-2.9924640862476566,-2.0910124228578195,False,False,True,False,False,middle_80,train,train
165,1.4,0.48245370272627375,0.005031095017453496,False,False,True,False,False,middle_80,train,train
166,1.44,1.436778810467547,-0.6149952404626196,False,False,True,False,False,middle_80,train,train
167,2.62,-0.9018317486311606,-0.8802883024122156,False,True,False,False,False,high_10,train,train
168,1.14,-0.4861879149850461,-0.2811733880469521,False,False,True,False,False,middle_80,train,train
169,-0.04,-0.7827245066134257,-0.5261195314626388,True,False,False,True,False,low_10,test,test
170,1.92,0.0280486686198194,0.3427136771607214,False,False,True,False,False,middle_80,train,val
171,0.72,2.5794988009362174,-1.3555399972099933,False,False,True,False,False,middle_80,train,test
172,0.9,1.9935311572164,-1.2452862983344122,False,False,True,False,False,middle_80,train,train
173,0.44,-2.0664317620356374,-0.6031252171500094,True,False,False,True,False,low_10,train,train
174,1.52,-1.2368899342727147,-0.5289978069735638,False,False,True,False,False,middle_80,train,train
175,2.02,-0.46508771989014075,-0.21276799406484775,False,False,True,False,False,middle_80,train,train
176,1.12,1.6163037449790767,1.0678159742219122,False,False,True,False,False,middle_80,train,val
177,0.88,-0.4681911012354382,-0.30535664474818786,False,False,True,False,False,middle_80,train,train
178,1.2,-1.6390880079153713,-0.5978236318233296,False,False,True,False,False,middle_80,train,train
179,3.44,-1.7650675969741008,2.036538164690365,False,True,False,False,True,high_10,val,test
180,1.36,-2.8482225663436043,-1.655062078007918,False,False,True,False,False,middle_80,train,val
181,0.66,-0.7364552221814934,0.7324599365061224,False,False,True,False,False,middle_80,train,train
182,1.7,1.484559532623435,-0.6049266517459008,False,False,True,False,False,middle_80,train,train
183,2.02,1.3563129132990328,0.7840658576781409,False,False,True,False,False,middle_80,val,test
184,1.06,-1.6056646853714416,-0.5702718188158715,False,False,True,False,False,middle_80,train,train
185,1.24,1.472513020893409,1.6980852822888,False,False,True,False,False,middle_80,train,val
186,2.46,-0.29463935590983703,2.47606311232885,False,True,False,False,False,high_10,train,train
187,2.52,0.5413637645216187,1.331886277669347,False,True,False,False,False,high_10,train,val
188,2.54,0.0851222589707687,1.166283766380162,False,True,False,False,False,high_10,train,test
189,3.08,-0.7243843827603541,3.033699785837119,False,True,False,False,True,high_10,val,train
190,1.84,1.8341321109678792,-0.33587309280441596,False,False,True,False,False,middle_80,val,train
191,1.26,-2.6001697456596555,-0.5120484500700384,False,False,True,False,False,middle_80,train,train
192,0.9,0.6174461744350411,0.3381969233760452,False,False,True,False,False,middle_80,train,train
193,1.52,1.1407317460575452,0.6950556466060492,False,False,True,False,False,middle_80,train,train
194,2.32,2.289006932483914,0.37518918120486666,False,False,True,False,False,middle_80,train,train
195,1.18,0.2776498027544726,-0.5651352155852681,False,False,True,False,False,middle_80,val,train
196,1.26,-0.2597892003513101,0.7553207029924037,False,False,True,False,False,middle_80,train,train
197,1.24,-1.6738527440378885,-0.8181106916301496,False,False,True,False,False,middle_80,train,train
198,1.46,-0.08429696396080784,0.5057669658623094,False,False,True,False,False,middle_80,train,train
199,1.48,0.8550040205592764,1.3534359306236832,False,False,True,False,False,middle_80,train,test
200,2.18,0.759664494065115,-0.4812872541001113,False,False,True,False,False,middle_80,test,train
201,1.26,-0.9853310594237968,0.6338797804595786,False,False,True,False,False,middle_80,train,train
202,1.88,-0.4984180303502188,-0.696845034578922,False,False,True,False,False,middle_80,train,val
203,0.7,-2.7320469615265135,-0.5538308395822836,False,False,True,False,False,middle_80,train,train
204,4.18,-1.5342495032499122,0.6167310229688098,False,True,False,False,True,high_10,val,train
205,1.18,3.5299567666263045,-0.4538842061597424,False,False,True,False,False,middle_80,train,train
206,1.1,2.7068880036011644,-1.3110289351730577,False,False,True,False,False,middle_80,train,test
207,1.64,-1.5233844687213833,0.5419284533190519,False,False,True,False,False,middle_80,train,train
208,1.02,1.65486945369564,0.6035135315309909,False,False,True,False,False,middle_80,train,train
209,0.68,-0.5682812859461341,0.41351769220828516,False,False,True,False,False,middle_80,train,train
210,1.18,2.6001889357389496,0.2084509563184416,False,False,True,False,False,middle_80,train,train
211,2.1,-0.5750772659720261,-2.1614519818566955,False,False,True,False,False,middle_80,train,test
212,1.46,-0.8639148497845643,1.0945268036574711,False,False,True,False,False,middle_80,train,test
213,3.54,1.1801010801713803,3.2228216143025286,False,True,False,False,True,high_10,train,train
214,1.92,-1.9227464238252743,-0.4223594542595383,False,False,True,False,False,middle_80,train,train
215,0.68,1.7654179069834317,-0.5849170209145265,False,False,True,False,False,middle_80,train,train
216,0.88,-0.5849021139632619,0.7560729890064921,False,False,True,False,False,middle_80,train,train
217,1.42,1.526063185905379,0.6652974562380017,False,False,True,False,False,middle_80,test,train
218,0.54,0.0901401607105255,-0.19719620698431092,True,False,False,False,False,low_10,train,train
219,0.56,1.4859697191643608,0.9483861325587469,True,False,False,False,False,low_10,train,train
220,0.92,1.2095678585363419,-0.5934529365776159,False,False,True,False,False,middle_80,train,test
221,0.58,1.1706478487381848,-0.6354083404338428,True,False,False,False,False,low_10,train,test
222,1.16,-1.6350568656565752,-1.848195331661486,False,False,True,False,False,middle_80,train,train
223,0.8,-1.7945337816132076,-0.971477116313608,False,False,True,False,False,middle_80,train,train
224,0.64,1.9720110417375445,-0.6908666482075673,True,False,False,False,False,low_10,train,test
225,1.22,0.9719319762759374,1.1806473317507014,False,False,True,False,False,middle_80,train,train
226,1.4,-1.803457094289938,2.3480787264947125,False,False,True,False,False,middle_80,train,train
227,0.26,-1.978926574999106,-1.3577558803292737,True,False,False,True,False,low_10,train,train
228,0.82,-0.7194270210824474,-0.015986720501085225,False,False,True,False,False,middle_80,train,test
229,1.52,-1.8264006126828862,0.09514839640762128,False,False,True,False,False,middle_80,train,train
230,1.54,-0.49188228240186793,-1.1220607198841064,False,False,True,False,False,middle_80,train,val
231,-0.06,-0.2862314202552206,0.0077581762942714105,True,False,False,True,False,low_10,val,val
232,1.36,-0.24213237194869974,-1.0727284456139259,False,False,True,False,False,middle_80,train,train
233,0.98,-2.0037667391377996,-1.3996635656331422,False,False,True,False,False,middle_80,val,train
234,2.04,-0.8380392440733669,-0.10606499255316369,False,False,True,False,False,middle_80,train,train
235,1.36,3.902844017252993,-0.012342470245889808,False,False,True,False,False,middle_80,train,train
236,3.96,2.3569948310747435,0.40582070543967386,False,True,False,False,True,high_10,train,train
237,0.8,-0.33500132613022887,-0.2933488684354252,False,False,True,False,False,middle_80,train,train
238,1.4,0.5876169581499826,0.976430639284318,False,False,True,False,False,middle_80,train,val
239,1.62,1.0584092173952908,1.295410942625312,False,False,True,False,False,middle_80,train,val
240,1.82,-0.948737251716972,-1.7498493640822372,False,False,True,False,False,middle_80,train,train
241,0.8,-2.113967759561072,-0.17300135427654637,False,False,True,False,False,middle_80,train,train
242,1.98,0.8989040106875644,-1.0899589472020024,False,False,True,False,False,middle_80,train,train
243,0.78,-2.0111869989753535,0.3555569049758435,False,False,True,False,False,middle_80,train,train
244,1.32,-0.3497035580263144,-1.3169740365077205,False,False,True,False,False,middle_80,train,val
245,2.8,-2.696532908528875,0.22797585869178472,False,True,False,False,False,high_10,train,train
246,1.5,0.5105769624828173,0.5268693795191746,False,False,True,False,False,middle_80,train,train
247,0.84,0.2481469308347016,-0.9317446564950422,False,False,True,False,False,middle_80,test,train
248,1.08,1.2306796383360012,0.49191578351947624,False,False,True,False,False,middle_80,train,train
249,1.74,-0.4113565501608251,3.1968467822528717,False,False,True,False,False,middle_80,train,test
250,0.54,-0.011974419397625892,-1.2237274680644423,True,False,False,False,False,low_10,train,train
251,0.14,0.06300780654343155,0.4791978821146312,True,False,False,True,False,low_10,test,train
252,1.16,-0.1628068989389922,0.10954300399384022,False,False,True,False,False,middle_80,train,train
253,-0.26,-0.8248313731778777,-1.4175850235328755,True,False,False,True,False,low_10,train,train
254,2.26,-1.054338706314555,-0.42515232788552587,False,False,True,False,False,middle_80,train,train
255,2.14,1.8068839348776822,-0.19492025132380073,False,False,True,False,False,middle_80,train,test
256,1.08,1.6115405011654071,0.004472448556849636,False,False,True,False,False,middle_80,train,train
257,1.28,-0.9962742297574881,-0.41507630035383053,False,False,True,False,False,middle_80,train,train
258,1.2,-0.6791981844016174,0.8303647636507948,False,False,True,False,False,middle_80,train,test
259,1.4,-1.8758373668724437,1.4510578864969281,False,False,True,False,False,middle_80,train,train
260,0.78,2.3171341213998033,0.09726202855174965,False,False,True,False,False,middle_80,train,train
261,0.92,1.062464239459691,0.27464190730440957,False,False,True,False,False,middle_80,train,train
262,1.06,-0.47960914573853136,0.44447670945893525,False,False,True,False,False,middle_80,train,train
263,1.18,-1.4014197983576768,-1.7959179781745327,False,False,True,False,False,middle_80,val,train
264,2.56,-1.7437386278395903,0.8282325463555033,False,True,False,False,False,high_10,train,train
265,0.4,-1.173426162428404,-0.772317048073628,True,False,False,True,False,low_10,train,train
266,1.04,-2.4947399248467863,-0.1735503827434635,False,False,True,False,False,middle_80,train,test
267,1.44,1.913410609822437,-0.42679030760964426,False,False,True,False,False,middle_80,train,val
268,0.16,-0.3458978258925252,-0.6975025891453104,True,False,False,True,False,low_10,train,train
269,0.74,1.732513582880392,0.7420062927570781,False,False,True,False,False,middle_80,train,train
270,1.14,0.6646969321962827,0.5248664769336125,False,False,True,False,False,middle_80,train,train
271,1.66,-1.6413898590248899,-0.6987333436412829,False,False,True,False,False,middle_80,train,train
272,3.44,-1.1106269463139444,-0.26108073574513607,False,True,False,False,True,high_10,train,train
273,0.92,0.11962810268372252,-0.4673741340875845,False,False,True,False,False,middle_80,test,train
274,3.14,1.4786332743747703,-0.04934132407355337,False,True,False,False,True,high_10,train,train
275,1.14,0.35188414684644015,-1.516672047762707,False,False,True,False,False,middle_80,train,train
276,2.1,0.9285110157994693,0.23733896036626678,False,False,True,False,False,middle_80,train,train
277,1.54,-2.366074583832026,-1.0623562142187046,False,False,True,False,False,middle_80,train,train
278,1.94,2.3654468986865784,-1.3211909458552675,False,False,True,False,False,middle_80,train,train
279,1.7,1.1825177248422054,-0.927918099477742,False,False,True,False,False,middle_80,train,val
280,2.2,-0.6344269757899103,0.12537333970541203,False,False,True,False,False,middle_80,train,val
281,0.8,0.9496458711495978,0.25272352534935366,False,False,True,False,False,middle_80,train,train
282,1.96,3.1394681538363574,-0.11938283960001767,False,False,True,False,False,middle_80,train,train
283,1.66,-1.2212019304280144,1.5146615667862364,False,False,True,False,False,middle_80,train,train
284,0.54,-0.15133230935080896,0.22930645248794074,True,False,False,False,False,low_10,train,train
285,1.36,-1.5302659185647773,2.0841498305818233,False,False,True,False,False,middle_80,train,train
286,1.14,-1.3758427397283626,0.23741011103220067,False,False,True,False,False,middle_80,test,train
287,0.82,-0.826150822967317,-0.9674965140185664,False,False,True,False,False,middle_80,train,train
288,0.98,-2.293902604999327,0.0013601331943782506,False,False,True,False,False,middle_80,train,train
289,1.02,-1.9871166717255997,-0.8509191330889044,False,False,True,False,False,middle_80,train,train
290,1.22,2.688564071746721,-1.1671802816603372,False,False,True,False,False,middle_80,test,train
291,2.66,0.6862898472922504,1.452326337054506,False,True,False,False,False,high_10,test,train
292,0.48,-1.1894025799719599,-1.819123945900598,True,False,False,False,False,low_10,train,train
293,1.54,-2.192992474300719,-0.39583191026810965,False,False,True,False,False,middle_80,train,train
294,0.84,1.5922248484442807,0.3106917137230649,False,False,True,False,False,middle_80,train,train
295,1.2,1.587526560677205,-0.7337663188048057,False,False,True,False,False,middle_80,val,train
296,2.1,1.5165222107633125,0.49188868231530497,False,False,True,False,False,middle_80,val,train
297,3.2,-0.5351945745812962,1.0911407399413604,False,True,False,False,True,high_10,train,train
298,0.94,2.3440350054701957,-1.1368147356859422,False,False,True,False,False,middle_80,train,train
299,0.64,2.6061910377511315,-1.399536779179324,True,False,False,False,False,low_10,train,train
300,1.06,-0.2099767707681718,-1.581599692324673,False,False,True,False,False,middle_80,train,train
301,0.86,-0.44177379471743794,-1.3683674103098165,False,False,True,False,False,middle_80,train,test
302,3.66,1.8256860419864527,-0.057910712636393545,False,True,False,False,True,high_10,train,train
303,0.9,-1.2967440255909124,-1.7602703706825322,False,False,True,False,False,middle_80,train,train
304,1.38,-1.5511617686719181,-2.0090775824354923,False,False,True,False,False,middle_80,train,train
305,0.8,2.6788583235773356,-1.441553334033634,False,False,True,False,False,middle_80,train,test
306,2.72,3.8505101358394804,-0.5475313142779784,False,True,False,False,False,high_10,train,train
307,0.96,-0.9568955419278594,-1.448885881305378,False,False,True,False,False,middle_80,val,train
308,2.1,-1.4142607475071614,-0.5972531559120621,False,False,True,False,False,middle_80,train,train
309,0.32,-0.5612668944597734,0.3852007335463516,True,False,False,True,False,low_10,train,train
310,2.04,-3.5625972271006714,0.775658764675727,False,False,True,False,False,middle_80,train,train
311,3.84,-0.9785171019169377,0.3981555809334834,False,True,False,False,True,high_10,train,train
312,1.36,1.4548167167778128,-0.8465380011341385,False,False,True,False,False,middle_80,train,train
313,0.82,-2.076903148666729,-2.414343913425023,False,False,True,False,False,middle_80,test,train
314,1.26,-1.235469106293528,-0.2520134074053404,False,False,True,False,False,middle_80,train,train
315,1.6,-1.3322908221182703,0.0218525319616756,False,False,True,False,False,middle_80,train,train
316,0.3,1.8772504923562987,0.4912319194193895,True,False,False,True,False,low_10,train,train
317,1.34,2.1661079005514896,-1.400921371265912,False,False,True,False,False,middle_80,train,train
