strategy,seed,split,n_samples,fraction,n_reduced_formula_groups,n_element_set_groups,n_elements,n_low_10,n_middle_80,n_high_10,count,mean,std,min,max,skewness,q01,q05,q10,q25,q50,q75,q90,q95,q99,train_test_overlap_reduced_formula,train_test_overlap_element_set,test_objects_seen_in_train_fraction_reduced_formula,test_objects_seen_in_train_fraction_element_set,n_train_elements,n_test_elements,test_elements_absent_from_train
group_reduced_formula,7,val,1900,0.1003803888419273,965,952,56,191,1528,181,1900,1.4749473684210528,0.7183361995584102,-0.32,4.42,0.782980796060858,0.1,0.46,0.64,0.98,1.4,1.86,2.4,2.82,3.72,,,,,,,
group_reduced_formula,7,test,1908,0.10080304311073542,965,956,56,186,1523,199,1908,1.4720125786163523,0.7311583183346185,-0.58,4.78,0.9289228866903209,0.18,0.46,0.66,0.98,1.36,1.84,2.46,2.832999999999997,3.7972000000000024,0.0,242.0,0.0,0.25,56.0,56.0,
group_reduced_formula,8,train,15131,0.7993977176669484,7716,6834,56,1589,12051,1491,15131,1.4692419536051815,0.7374861825677668,-0.64,5.16,0.9332485441266062,0.14,0.46,0.64,0.98,1.38,1.84,2.42,2.86,3.8,,,,,,,
group_reduced_formula,8,val,1899,0.10032755705832629,965,946,56,190,1490,219,1899,1.4852343338599263,0.7655890831351488,-0.14,4.7,1.0225328706720815,0.16,0.46,0.6560000000000002,0.98,1.36,1.86,2.484000000000001,2.96,3.92,,,,,,,
group_reduced_formula,8,test,1898,0.10027472527472528,965,945,56,215,1472,211,1898,1.470094836670179,0.7589650386230462,-0.32,4.58,0.895828010969265,0.1394,0.46,0.6140000000000003,0.94,1.36,1.86,2.48,2.94,3.8,0.0,210.0,0.0,0.21707060063224448,56.0,56.0,
group_reduced_formula,9,train,15149,0.8003486897717667,7716,6861,56,1596,12017,1536,15149,1.4707848702884678,0.74329105524715,-0.64,4.98,0.9387776985430354,0.12,0.46,0.64,0.96,1.38,1.84,2.44,2.88,3.8104000000000084,,,,,,,
group_reduced_formula,9,val,1898,0.10027472527472528,965,950,56,187,1512,199,1898,1.4863645943097998,0.7384518118247904,-0.58,5.16,0.9159521840995793,0.18,0.48,0.66,0.98,1.4,1.86,2.48,2.92,3.681199999999999,,,,,,,
group_reduced_formula,9,test,1881,0.09937658495350803,965,948,56,211,1484,186,1881,1.4565443912812335,0.7403031073246527,-0.36,4.62,0.972055920527117,0.17600000000000002,0.46,0.62,0.96,1.34,1.82,2.42,2.88,3.82,0.0,245.0,0.0,0.25252525252525254,56.0,56.0,
group_element_set,0,train,15151,0.8004543533389687,7720,6614,56,1605,12002,1544,15151,1.4687716982377401,0.7428856874651318,-0.64,4.98,0.9377459027175212,0.14,0.46,0.64,0.96,1.36,1.84,2.44,2.9,3.8,,,,,,,
group_element_set,0,val,1894,0.10006339814032121,965,827,56,203,1523,168,1894,1.4560190073917636,0.7130239552486605,-0.42,5.16,0.8822258280441252,0.1386,0.44,0.64,1.0,1.36,1.82,2.36,2.786999999999998,3.664199999999996,,,,,,,
group_element_set,0,test,1883,0.09948224852071005,961,827,56,186,1488,209,1883,1.5033138608603291,0.7675599030952929,-0.26,4.68,0.9871633767566576,0.1,0.48,0.66,0.98,1.38,1.88,2.54,2.957999999999997,3.9708000000000037,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,1,train,15126,0.7991335587489433,7703,6614,56,1590,11978,1558,15126,1.4728150204945127,0.7463873160423583,-0.64,5.16,0.9557367226475642,0.14,0.46,0.64,0.96,1.38,1.84,2.46,2.9,3.82,,,,,,,
group_element_set,1,val,1904,0.10059171597633136,974,827,56,195,1521,188,1904,1.4684138655462184,0.7281000584753713,-0.36,4.98,0.8822156809814934,0.14,0.46,0.64,0.975,1.36,1.88,2.42,2.78,3.7382000000000017,,,,,,,
group_element_set,1,test,1898,0.10027472527472528,969,827,56,209,1514,175,1898,1.458451001053741,0.7258224738488528,-0.34,4.64,0.8535802693551008,0.1,0.44,0.62,0.98,1.36,1.86,2.38,2.7829999999999973,3.7005999999999997,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,2,train,15155,0.8006656804733728,7726,6614,56,1587,12007,1561,15155,1.4735968327284725,0.7433525850066048,-0.64,5.16,0.9416302516175251,0.14,0.46,0.64,0.98,1.38,1.86,2.46,2.8859999999999855,3.82,,,,,,,
group_element_set,2,val,1880,0.09932375316990702,955,827,56,203,1489,188,1880,1.4749468085106385,0.7668533587366417,-0.3,4.78,1.0075956064709553,0.05579999999999998,0.46,0.62,0.98,1.36,1.84,2.422000000000003,3.02,3.84,,,,,,,
group_element_set,2,test,1893,0.1000105663567202,965,827,56,204,1517,172,1893,1.4456101426307448,0.7103148292123539,-0.08,4.28,0.822666615732213,0.14,0.44,0.62,0.96,1.36,1.82,2.34,2.78,3.5815999999999986,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,3,train,15147,0.8002430262045647,7719,6614,56,1601,12025,1521,15147,1.4720419885125768,0.7399094675410143,-0.64,5.16,0.9330093654823034,0.16,0.46,0.64,0.98,1.38,1.86,2.44,2.88,3.8,,,,,,,
group_element_set,3,val,1893,0.1000105663567202,965,827,56,208,1461,224,1893,1.4790174326465928,0.7706533883950549,-0.58,4.68,0.8825584914379954,0.06,0.44,0.62,0.98,1.36,1.86,2.54,2.94,3.8615999999999984,,,,,,,
group_element_set,3,test,1888,0.09974640743871513,962,827,56,185,1527,176,1888,1.4539194915254237,0.7346157533844982,-0.22,4.84,1.0551041293336167,0.1,0.48,0.66,0.96,1.36,1.82,2.38,2.852999999999997,3.7625999999999973,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,4,train,15212,0.8036770921386306,7749,6614,56,1592,12084,1536,15212,1.4716710491717064,0.7410113752540315,-0.64,4.98,0.9264818982821166,0.14,0.46,0.64,0.98,1.36,1.86,2.44,2.86,3.82,,,,,,,
group_element_set,4,val,1844,0.0974218089602705,945,827,56,194,1455,195,1844,1.4812147505422995,0.7469347304600559,-0.26,4.78,0.9479487112511594,0.18,0.46,0.64,0.98,1.38,1.86,2.46,2.936999999999998,3.7227999999999977,,,,,,,
group_element_set,4,test,1872,0.0989010989010989,952,827,56,208,1474,190,1872,1.4547970085470086,0.7503323770409631,-0.14,5.16,1.0365931864593765,0.1342,0.46,0.62,0.96,1.36,1.8,2.44,2.92,3.8,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,5,train,15117,0.7986580726965342,7706,6614,56,1630,11943,1544,15117,1.469104981147053,0.7465458781882993,-0.58,4.98,0.9359619254396889,0.12,0.46,0.62,0.96,1.36,1.86,2.44,2.9,3.82,,,,,,,
group_element_set,5,val,1866,0.09858410819949281,951,827,56,179,1502,185,1866,1.4707073954983925,0.7272621788620567,-0.64,5.16,0.9897436757162983,0.18,0.48,0.66,0.98,1.38,1.82,2.42,2.855,3.7809999999999944,,,,,,,
group_element_set,5,test,1945,0.10275781910397296,989,827,56,185,1568,192,1945,1.4853470437017995,0.7254683426774112,-0.28,4.64,0.9249293095045465,0.16880000000000003,0.5,0.68,1.0,1.4,1.84,2.42,2.855999999999999,3.7711999999999986,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,6,train,15138,0.7997675401521556,7714,6614,56,1617,11969,1552,15138,1.4707002246003436,0.746254454602464,-0.58,5.16,0.9440168443813891,0.14,0.46,0.62,0.96,1.36,1.84,2.44,2.9,3.82,,,,,,,
group_element_set,6,val,1893,0.1000105663567202,965,827,56,186,1528,179,1893,1.4657580559957741,0.7233326811694634,-0.24,4.58,0.9191305773245877,0.14,0.5,0.66,0.98,1.36,1.84,2.38,2.84,3.703199999999997,,,,,,,
group_element_set,6,test,1897,0.10022189349112426,967,827,56,191,1516,190,1897,1.4779441222983658,0.731606658514812,-0.64,4.78,0.9208903257084416,0.18,0.48,0.64,0.98,1.38,1.86,2.4280000000000017,2.8239999999999963,3.882399999999998,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,7,train,15117,0.7986580726965342,7709,6614,56,1614,11970,1533,15117,1.469471455976715,0.7420871400500815,-0.64,5.16,0.9472053802366995,0.14,0.46,0.64,0.96,1.36,1.84,2.44,2.88,3.8,,,,,,,
group_element_set,7,val,1918,0.10133136094674557,975,827,56,168,1533,217,1918,1.5214702815432743,0.7574091184219915,-0.32,4.96,0.9490193674801716,0.18,0.48,0.68,1.0,1.4,1.92,2.505999999999999,2.96,3.9165999999999985,,,,,,,
group_element_set,7,test,1893,0.1000105663567202,962,827,56,212,1510,171,1893,1.431389329107237,0.7279985182188066,-0.3,4.48,0.8595519346942218,0.09840000000000004,0.44,0.62,0.92,1.36,1.8,2.375999999999999,2.82,3.7,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,8,train,15189,0.8024619611158073,7745,6614,56,1577,12050,1562,15189,1.4749529264599381,0.7455290621577988,-0.58,5.16,0.9518877137716448,0.14,0.46,0.64,0.98,1.38,1.86,2.46,2.9,3.84,,,,,,,
group_element_set,8,val,1860,0.09826711749788673,946,827,56,201,1477,182,1860,1.4476021505376344,0.7127125469678347,-0.14,4.26,0.8280718973882691,0.16,0.46,0.62,0.96,1.35,1.84,2.42,2.780999999999999,3.636400000000003,,,,,,,
group_element_set,8,test,1879,0.099270921386306,955,827,56,216,1486,177,1879,1.4615220862160723,0.7467367584271406,-0.64,4.44,0.9287847901621427,0.1,0.46,0.62,0.96,1.36,1.86,2.38,2.94,3.76,0.0,0.0,0.0,0.0,56.0,56.0,
group_element_set,9,train,15104,0.797971259509721,7694,6614,56,1609,11941,1554,15104,1.4713612288135596,0.7463791256378683,-0.64,5.16,0.9440422678544985,0.14,0.46,0.64,0.96,1.36,1.86,2.4540000000000144,2.9,3.82,,,,,,,
group_element_set,9,val,1908,0.10080304311073542,975,827,56,180,1552,176,1908,1.4662264150943398,0.716002284357662,-0.3,4.66,0.9725471840278087,0.14140000000000003,0.5,0.68,1.0,1.38,1.84,2.36,2.84,3.8186000000000013,,,,,,,
group_element_set,9,test,1916,0.10122569737954354,977,827,56,205,1520,191,1916,1.47223382045929,0.7381168754342018,-0.36,4.68,0.8704090965924297,0.10300000000000005,0.44,0.62,0.975,1.4,1.86,2.42,2.88,3.7339999999999964,0.0,0.0,0.0,0.0,56.0,56.0,
