sample_id,split,in_train_2_5,in_train_25,in_train_100
202,train,False,True,True
203,train,False,True,True
204,val,False,False,False
205,train,False,False,True
206,train,False,False,True
207,train,False,True,True
208,train,False,False,True
209,train,False,False,True
210,train,False,False,True
211,train,False,True,True
212,train,False,False,True
213,train,False,True,True
214,train,False,False,True
215,train,False,False,True
216,train,False,False,True
217,test,False,False,False
218,train,False,False,True
219,train,False,False,True
220,train,False,False,True
221,train,False,True,True
222,train,False,True,True
223,train,False,False,True
224,train,False,True,True
225,train,False,False,True
226,train,False,False,True
227,train,False,True,True
228,train,False,True,True
229,train,False,False,True
230,train,False,True,True
231,val,False,False,False
232,train,False,False,True
233,val,False,False,False
234,train,False,False,True
235,train,False,False,True
236,train,False,False,True
237,train,False,True,True
238,train,False,False,True
239,train,False,False,True
240,train,False,False,True
241,train,False,False,True
242,train,False,True,True
243,train,False,False,True
244,train,False,False,True
245,train,False,True,True
246,train,False,True,True
247,test,False,False,False
248,train,False,True,True
249,train,False,False,True
250,train,False,False,True
251,test,False,False,False
252,train,False,False,True
253,train,False,False,True
254,train,False,True,True
255,train,False,True,True
256,train,False,True,True
257,train,False,False,True
258,train,False,False,True
259,train,False,True,True
260,train,False,False,True
261,train,False,False,True
262,train,False,False,True
263,val,False,False,False
264,train,False,True,True
265,train,False,False,True
266,train,False,True,True
267,train,False,True,True
268,train,False,True,True
269,train,False,False,True
270,train,False,True,True
271,train,False,False,True
272,train,False,False,True
273,test,False,False,False
274,train,False,False,True
275,train,False,False,True
276,train,False,True,True
277,train,False,True,True
278,train,False,False,True
279,train,False,True,True
280,train,False,True,True
281,train,False,False,True
282,train,False,True,True
283,train,False,False,True
284,train,False,False,True
285,train,False,False,True
286,test,False,False,False
287,train,False,True,True
288,train,False,True,True
289,train,False,False,True
290,test,False,False,False
291,test,False,False,False
292,train,False,False,True
293,train,False,False,True
294,train,False,False,True
295,val,False,False,False
296,val,False,False,False
297,train,False,False,True
298,train,False,False,True
299,train,False,False,True
300,train,False,False,True
301,train,False,False,True
302,train,True,True,True
303,train,False,False,True
304,train,False,False,True
305,train,False,False,True
306,train,False,True,True
307,val,False,False,False
308,train,False,False,True
309,train,False,False,True
310,train,False,False,True
311,train,False,False,True
312,train,False,False,True
313,test,False,False,False
314,train,False,False,True
315,train,False,False,True
316,train,False,False,True
317,train,False,True,True
318,train,False,False,True
319,train,False,False,True
320,train,False,False,True
321,train,False,True,True
322,test,False,False,False
323,test,False,False,False
324,train,False,False,True
325,train,False,True,True
326,test,False,False,False
327,test,False,False,False
328,train,False,False,True
329,train,False,False,True
330,train,False,False,True
331,train,False,False,True
332,train,False,False,True
333,train,False,False,True
334,train,False,True,True
335,train,False,False,True
336,train,False,True,True
337,train,False,False,True
338,train,False,False,True
339,train,False,False,True
340,train,False,False,True
341,train,False,True,True
342,train,False,True,True
343,train,False,False,True
344,test,False,False,False
345,train,False,False,True
346,train,False,True,True
347,train,False,True,True
348,train,False,False,True
349,train,False,False,True
350,train,False,True,True
351,test,False,False,False
352,train,False,False,True
353,train,False,False,True
354,train,False,False,True
355,train,False,False,True
356,train,False,False,True
357,train,False,False,True
358,train,False,False,True
359,train,False,False,True
360,train,False,False,True
361,test,False,False,False
362,train,False,False,True
363,train,False,True,True
364,train,False,True,True
365,train,True,True,True
366,train,False,False,True
367,train,False,False,True
368,train,False,False,True
369,train,False,False,True
370,train,False,False,True
371,train,False,True,True
372,train,False,False,True
373,val,False,False,False
374,train,False,True,True
375,train,False,False,True
376,train,False,False,True
377,train,False,False,True
378,train,False,True,True
379,test,False,False,False
380,train,False,True,True
381,train,False,False,True
382,train,False,True,True
383,train,False,False,True
384,train,False,False,True
385,train,False,False,True
386,train,False,False,True
387,test,False,False,False
388,train,False,False,True
389,train,False,False,True
390,train,False,False,True
391,train,False,False,True
392,train,False,False,True
393,train,False,False,True
394,train,False,True,True
395,train,False,False,True
396,train,False,False,True
397,train,False,False,True
398,train,False,True,True
399,train,False,False,True
400,val,False,False,False
401,test,False,False,False
402,val,False,False,False
403,train,False,False,True
404,train,False,False,True
405,train,False,False,True
406,train,False,False,True
407,train,False,False,True
408,train,False,True,True
409,test,False,False,False
410,test,False,False,False
411,val,False,False,False
412,train,False,False,True
413,train,False,False,True
414,train,True,True,True
415,train,False,False,True
416,train,False,True,True
417,train,False,True,True
418,train,False,False,True
419,train,False,False,True
420,train,False,True,True
421,train,False,False,True
422,train,False,True,True
423,test,False,False,False
424,test,False,False,False
425,train,False,False,True
426,train,False,False,True
427,train,False,False,True
428,val,False,False,False
429,val,False,False,False
430,train,False,False,True
431,train,False,True,True
432,train,False,False,True
433,train,False,False,True
434,val,False,False,False
435,train,False,True,True
436,train,False,False,True
437,train,False,True,True
438,test,False,False,False
439,val,False,False,False
440,train,False,False,True
441,val,False,False,False
442,train,False,False,True
443,train,False,False,True
444,train,False,False,True
445,train,False,False,True
446,train,False,False,True
447,train,False,False,True
448,train,False,False,True
449,train,False,False,True
450,test,False,False,False
451,train,False,False,True
452,train,False,False,True
453,train,False,False,True
454,train,False,False,True
455,val,False,False,False
456,train,False,True,True
457,train,False,False,True
458,train,True,True,True
459,train,False,False,True
460,test,False,False,False
461,train,False,True,True
462,train,False,False,True
463,train,False,False,True
464,train,False,False,True
465,val,False,False,False
466,train,False,True,True
467,test,False,False,False
468,train,False,False,True
469,train,False,False,True
470,train,False,False,True
471,train,False,False,True
472,val,False,False,False
473,train,False,False,True
474,train,False,True,True
475,train,False,True,True
476,test,False,False,False
477,train,False,True,True
478,train,False,True,True
479,train,False,True,True
480,train,False,False,True
481,train,True,True,True
482,train,False,False,True
483,train,False,False,True
484,train,False,False,True
485,test,False,False,False
486,train,False,False,True
487,test,False,False,False
488,train,True,True,True
489,train,False,False,True
490,train,False,False,True
491,train,False,False,True
492,val,False,False,False
493,train,False,False,True
494,val,False,False,False
495,train,False,True,True
496,train,False,True,True
497,train,False,False,True
498,val,False,False,False
499,train,False,False,True
500,train,False,False,True
501,train,False,False,True
502,train,False,False,True
503,train,False,True,True
504,train,False,True,True
505,train,False,False,True
506,train,False,True,True
507,val,False,False,False
508,train,False,False,True
509,train,False,True,True
510,train,False,False,True
511,val,False,False,False
512,train,False,False,True
513,val,False,False,False
514,train,False,True,True
515,train,False,False,True
516,train,False,True,True
517,train,False,False,True
518,train,False,False,True
519,train,False,False,True
520,train,False,False,True
521,train,False,False,True
522,val,False,False,False
523,train,False,False,True
524,train,False,True,True
525,train,False,False,True
526,train,False,True,True
527,train,False,False,True
528,train,False,False,True
529,val,False,False,False
530,train,False,False,True
531,train,False,True,True
532,train,False,False,True
533,train,False,False,True
534,train,False,True,True
535,train,False,False,True
536,train,False,False,True
537,train,False,False,True
538,train,False,True,True
539,train,False,False,True
540,train,False,False,True
541,train,False,False,True
542,test,False,False,False
543,train,False,False,True
544,train,False,False,True
545,train,False,False,True
546,train,False,False,True
547,train,False,True,True
548,train,False,True,True
549,test,False,False,False
550,train,False,False,True
551,val,False,False,False
552,train,False,False,True
553,test,False,False,False
554,val,False,False,False
555,train,False,False,True
556,train,False,True,True
557,train,False,False,True
558,test,False,False,False
559,train,False,False,True
560,train,False,True,True
561,train,False,True,True
562,train,False,False,True
563,test,False,False,False
564,train,False,False,True
565,train,False,False,True
566,train,False,False,True
567,train,False,True,True
568,train,False,True,True
569,train,False,False,True
570,val,False,False,False
571,train,False,False,True
572,val,False,False,False
573,train,False,False,True
574,train,False,True,True
575,train,True,True,True
576,test,False,False,False
577,train,False,False,True
578,train,False,False,True
579,train,False,False,True
580,val,False,False,False
581,val,False,False,False
582,train,False,False,True
583,val,False,False,False
584,train,False,False,True
585,train,False,False,True
586,train,False,False,True
587,train,False,False,True
588,train,False,True,True
589,train,False,False,True
590,train,False,False,True
591,train,False,True,True
592,train,False,False,True
593,train,False,False,True
594,train,False,True,True
595,train,False,False,True
596,train,False,False,True
597,train,False,False,True
598,train,True,True,True
599,val,False,False,False
600,val,False,False,False
601,train,False,False,True
602,train,False,False,True
603,train,False,False,True
604,train,False,True,True
605,train,False,False,True
606,train,False,False,True
607,train,False,True,True
608,test,False,False,False
609,train,False,False,True
610,train,False,False,True
611,train,False,False,True
612,train,False,False,True
613,train,False,True,True
614,train,False,False,True
615,train,False,False,True
616,train,False,False,True
617,train,False,False,True
618,train,False,True,True
619,train,False,True,True
620,train,False,False,True
621,test,False,False,False
622,train,False,False,True
623,train,False,True,True
624,train,False,False,True
625,train,False,False,True
626,train,False,True,True
627,train,False,True,True
628,train,False,False,True
629,train,False,True,True
630,train,False,True,True
631,train,False,False,True
632,train,False,False,True
633,train,False,True,True
634,train,False,True,True
635,test,False,False,False
636,train,False,False,True
637,train,False,True,True
638,train,False,False,True
639,train,False,False,True
640,train,False,False,True
641,train,False,False,True
642,train,False,False,True
643,train,False,True,True
644,train,False,False,True
645,train,False,False,True
646,train,False,True,True
647,train,False,False,True
648,train,False,False,True
649,val,False,False,False
650,train,False,True,True
651,test,False,False,False
652,train,False,False,True
653,train,False,False,True
654,train,False,False,True
655,train,False,True,True
656,train,False,True,True
657,test,False,False,False
658,train,False,False,True
659,train,False,False,True
660,train,False,False,True
661,train,False,False,True
662,val,False,False,False
663,train,False,True,True
664,train,False,True,True
665,train,False,False,True
666,train,False,False,True
667,train,False,False,True
668,train,False,False,True
669,val,False,False,False
670,train,False,True,True
671,train,False,False,True
672,train,False,False,True
673,val,False,False,False
674,val,False,False,False
675,train,False,False,True
676,train,False,False,True
677,train,False,True,True
678,train,False,False,True
679,train,False,True,True
680,train,False,False,True
681,train,False,False,True
682,train,False,False,True
683,train,False,True,True
684,train,False,False,True
685,val,False,False,False
686,train,False,False,True
687,train,False,False,True
688,train,False,False,True
689,train,False,False,True
690,train,True,True,True
691,train,False,True,True
692,train,False,True,True
693,train,False,False,True
694,train,False,True,True
695,train,False,True,True
696,train,False,True,True
697,train,False,True,True
698,train,False,False,True
699,train,False,False,True
700,train,False,False,True
701,train,False,False,True
702,train,False,True,True
703,train,False,False,True
704,train,False,False,True
705,test,False,False,False
706,train,False,True,True
707,test,False,False,False
708,test,False,False,False
709,train,False,False,True
710,train,False,False,True
711,train,False,False,True
712,train,False,False,True
713,train,False,False,True
714,train,False,False,True
715,test,False,False,False
716,train,False,False,True
717,train,False,False,True
718,train,False,True,True
719,train,False,False,True
720,train,False,False,True
721,val,False,False,False
722,train,False,False,True
723,train,False,False,True
724,train,False,False,True
725,train,False,True,True
726,train,False,False,True
727,train,False,True,True
728,train,False,False,True
729,test,False,False,False
730,train,False,False,True
731,train,False,False,True
732,train,False,True,True
733,test,False,False,False
734,train,False,True,True
735,train,False,True,True
736,test,False,False,False
737,train,False,True,True
738,train,False,True,True
739,val,False,False,False
740,train,False,False,True
741,train,False,False,True
742,train,False,False,True
743,train,False,False,True
744,test,False,False,False
745,train,False,False,True
746,train,False,True,True
747,val,False,False,False
748,train,False,False,True
749,train,False,False,True
750,train,False,True,True
751,test,False,False,False
752,train,False,False,True
753,train,False,False,True
754,train,False,False,True
755,train,False,False,True
756,train,False,False,True
757,train,False,True,True
758,train,False,False,True
759,train,False,False,True
760,train,False,True,True
761,train,False,True,True
762,val,False,False,False
763,train,False,False,True
764,train,False,True,True
765,train,False,False,True
766,train,False,False,True
767,train,False,True,True
768,val,False,False,False
769,train,False,False,True
770,train,False,False,True
771,train,False,False,True
772,train,False,False,True
773,train,False,False,True
774,train,False,True,True
775,train,False,False,True
776,train,False,False,True
777,train,False,False,True
778,train,False,False,True
779,train,False,False,True
780,val,False,False,False
781,train,False,False,True
782,train,False,False,True
783,train,False,True,True
784,train,False,False,True
785,train,False,False,True
786,train,False,False,True
787,train,False,False,True
788,train,False,False,True
789,train,False,False,True
790,val,False,False,False
791,train,False,True,True
792,val,False,False,False
793,train,False,False,True
794,train,False,False,True
795,test,False,False,False
796,train,False,False,True
797,train,False,True,True
798,train,False,True,True
799,train,False,False,True
800,train,False,False,True
801,train,False,False,True
802,train,True,True,True
803,train,False,False,True
804,train,False,False,True
805,train,False,False,True
806,train,True,True,True
807,train,False,False,True
808,train,False,False,True
809,val,False,False,False
810,train,False,True,True
811,train,False,False,True
812,train,False,False,True
813,train,False,False,True
814,train,False,True,True
815,train,False,False,True
816,train,False,False,True
817,test,False,False,False
818,train,False,False,True
819,train,False,True,True
820,test,False,False,False
821,train,False,False,True
822,val,False,False,False
823,train,False,False,True
824,train,False,True,True
825,train,False,False,True
826,train,False,False,True
827,train,False,False,True
828,test,False,False,False
829,train,False,False,True
830,train,False,False,True
831,train,False,False,True
832,train,False,False,True
833,train,False,True,True
834,train,False,True,True
835,train,False,False,True
836,train,False,False,True
837,train,False,False,True
838,train,False,False,True
839,train,False,True,True
840,train,False,False,True
841,train,False,False,True
842,train,False,True,True
843,train,False,False,True
844,train,False,False,True
845,train,False,False,True
846,train,False,True,True
847,train,False,False,True
848,val,False,False,False
849,train,False,False,True
850,train,False,False,True
851,train,False,False,True
852,test,False,False,False
853,train,False,True,True
854,train,False,False,True
855,train,False,True,True
856,test,False,False,False
857,train,False,False,True
858,val,False,False,False
859,train,False,False,True
860,val,False,False,False
861,train,False,True,True
862,train,False,False,True
863,val,False,False,False
864,train,False,False,True
865,train,False,True,True
866,train,False,False,True
867,train,False,False,True
868,train,False,False,True
869,train,False,True,True
870,train,False,False,True
871,train,False,False,True
872,train,False,False,True
873,train,True,True,True
874,train,False,True,True
875,train,False,True,True
876,train,False,False,True
877,train,False,False,True
878,test,False,False,False
879,train,False,False,True
880,val,False,False,False
881,train,False,False,True
882,train,False,True,True
883,train,False,False,True
884,val,False,False,False
885,train,False,False,True
886,train,False,False,True
887,train,False,False,True
888,train,True,True,True
889,train,False,False,True
890,val,False,False,False
891,train,False,False,True
892,train,False,False,True
893,val,False,False,False
894,train,False,True,True
895,train,False,False,True
896,train,False,False,True
897,train,False,False,True
898,val,False,False,False
899,train,False,False,True
900,train,False,False,True
901,train,False,False,True
902,val,False,False,False
903,train,False,False,True
904,train,False,False,True
905,train,True,True,True
906,train,False,False,True
907,train,False,False,True
908,train,False,False,True
909,train,False,True,True
910,train,False,False,True
911,train,False,True,True
912,train,False,False,True
913,train,False,False,True
914,train,False,False,True
915,train,False,False,True
916,train,False,False,True
917,train,False,False,True
918,train,False,True,True
919,train,False,False,True
920,train,False,True,True
921,train,False,True,True
922,train,False,False,True
923,train,False,False,True
924,train,False,True,True
925,train,False,False,True
926,train,False,False,True
927,test,False,False,False
928,test,False,False,False
929,train,False,False,True
930,train,False,False,True
931,train,False,False,True
932,train,False,False,True
933,train,True,True,True
934,train,False,False,True
935,train,False,False,True
936,test,False,False,False
937,train,False,False,True
938,train,False,False,True
939,train,False,False,True
940,train,False,True,True
941,train,False,False,True
942,val,False,False,False
943,train,False,False,True
944,train,False,False,True
945,train,False,True,True
946,train,False,False,True
947,train,False,True,True
948,train,False,True,True
949,train,False,False,True
950,val,False,False,False
951,train,False,False,True
952,train,False,False,True
953,train,False,False,True
954,train,False,False,True
955,train,False,False,True
956,train,False,False,True
957,train,False,True,True
958,train,False,True,True
959,train,False,False,True
960,test,False,False,False
961,train,False,False,True
962,train,False,False,True
963,test,False,False,False
964,train,False,False,True
965,train,False,True,True
966,train,False,True,True
967,test,False,False,False
968,train,False,True,True
969,train,False,False,True
970,test,False,False,False
971,test,False,False,False
972,train,False,True,True
973,train,False,False,True
974,train,False,False,True
975,train,False,False,True
976,train,False,False,True
977,test,False,False,False
978,train,False,False,True
979,val,False,False,False
980,test,False,False,False
981,val,False,False,False
982,train,False,False,True
983,train,False,False,True
984,train,False,False,True
985,train,False,True,True
986,train,False,True,True
987,train,False,False,True
988,train,False,False,True
989,train,False,False,True
990,train,False,True,True
991,train,False,True,True
992,train,False,True,True
993,train,False,False,True
994,train,False,False,True
995,train,False,False,True
996,train,False,False,True
997,train,False,False,True
998,train,False,False,True
999,train,False,False,True
1000,train,False,True,True
1001,train,False,False,True
1002,train,False,False,True
1003,train,False,False,True
1004,train,False,False,True
1005,train,False,False,True
1006,train,False,False,True
1007,train,False,False,True
1008,train,False,False,True
1009,train,False,False,True
1010,train,False,False,True
1011,train,False,True,True
1012,train,False,False,True
1013,train,False,False,True
1014,train,False,True,True
1015,train,False,True,True
1016,train,False,False,True
1017,train,False,True,True
1018,train,False,True,True
1019,train,False,False,True
1020,test,False,False,False
1021,train,False,False,True
1022,train,False,False,True
1023,test,False,False,False
1024,train,False,False,True
1025,train,False,False,True
1026,test,False,False,False
1027,test,False,False,False
1028,train,False,False,True
1029,train,False,False,True
1030,train,False,True,True
1031,train,False,False,True
1032,train,False,False,True
1033,train,False,False,True
1034,test,False,False,False
1035,test,False,False,False
1036,train,False,True,True
1037,train,False,False,True
1038,train,False,False,True
1039,train,False,False,True
1040,train,False,False,True
1041,train,False,False,True
1042,train,False,False,True
1043,train,False,False,True
1044,train,False,False,True
1045,train,False,False,True
1046,train,False,False,True
1047,train,False,False,True
1048,train,True,True,True
1049,train,False,False,True
1050,train,False,True,True
1051,train,False,True,True
1052,train,False,True,True
1053,train,False,False,True
1054,train,False,False,True
1055,train,False,True,True
1056,train,False,True,True
1057,train,False,False,True
1058,train,False,False,True
1059,train,True,True,True
1060,train,False,False,True
1061,train,False,False,True
1062,train,False,True,True
1063,train,False,False,True
1064,train,False,True,True
1065,train,False,True,True
1066,test,False,False,False
1067,train,True,True,True
1068,train,False,True,True
1069,train,False,False,True
1070,val,False,False,False
1071,test,False,False,False
1072,train,False,True,True
1073,train,False,False,True
1074,train,False,False,True
1075,train,False,False,True
1076,train,False,False,True
1077,train,True,True,True
1078,train,False,False,True
1079,train,False,False,True
1080,train,False,False,True
1081,train,False,False,True
1082,train,False,True,True
1083,train,False,True,True
1084,test,False,False,False
1085,train,False,False,True
1086,test,False,False,False
1087,test,False,False,False
1088,train,False,True,True
1089,train,False,False,True
1090,train,False,False,True
1091,train,False,False,True
1092,test,False,False,False
1093,train,False,False,True
1094,train,False,True,True
1095,train,False,True,True
1096,train,False,False,True
1097,train,False,False,True
1098,val,False,False,False
1099,train,False,True,True
1100,train,False,True,True
1101,train,False,False,True
1102,train,False,True,True
1103,train,False,False,True
1104,train,False,False,True
1105,train,False,True,True
1106,train,False,False,True
1107,train,False,False,True
1108,train,False,False,True
1109,train,False,False,True
1110,train,False,False,True
1111,train,False,False,True
1112,train,False,True,True
1113,train,False,False,True
1114,test,False,False,False
1115,train,True,True,True
1116,val,False,False,False
1117,train,False,False,True
1118,train,False,True,True
1119,train,False,False,True
1120,train,False,False,True
1121,train,False,False,True
1122,train,False,False,True
1123,train,False,False,True
1124,train,False,True,True
1125,train,False,False,True
1126,train,False,False,True
1127,train,False,True,True
1128,train,False,False,True
1129,train,False,False,True
1130,train,False,False,True
1131,train,False,False,True
1132,train,False,False,True
1133,train,False,True,True
1134,train,False,False,True
1135,train,False,False,True
1136,train,False,False,True
1137,val,False,False,False
1138,train,False,True,True
1139,train,False,False,True
1140,train,False,False,True
1141,train,False,True,True
1142,train,False,False,True
1143,train,False,False,True
1144,test,False,False,False
1145,train,False,False,True
1146,train,False,True,True
1147,test,False,False,False
1148,train,False,True,True
1149,train,False,False,True
1150,train,False,True,True
1151,train,False,True,True
1152,train,False,False,True
1153,train,False,False,True
1154,train,False,False,True
1155,train,False,False,True
1156,val,False,False,False
1157,test,False,False,False
1158,test,False,False,False
1159,train,False,False,True
1160,train,False,False,True
1161,train,False,False,True
1162,test,False,False,False
1163,test,False,False,False
1164,train,False,False,True
1165,val,False,False,False
1166,train,False,True,True
1167,val,False,False,False
1168,train,False,False,True
1169,train,False,False,True
1170,train,False,False,True
1171,val,False,False,False
1172,val,False,False,False
1173,train,False,False,True
1174,train,False,False,True
1175,train,False,False,True
1176,train,False,True,True
1177,train,False,False,True
1178,train,False,False,True
1179,train,False,False,True
1180,train,False,True,True
1181,train,False,True,True
1182,test,False,False,False
1183,train,False,True,True
1184,train,False,False,True
1185,train,False,False,True
1186,train,False,False,True
1187,train,False,False,True
1188,val,False,False,False
1189,train,False,False,True
1190,train,False,False,True
1191,train,False,True,True
1192,train,False,False,True
1193,val,False,False,False
1194,train,False,True,True
1195,train,False,True,True
1196,train,False,False,True
1197,train,False,False,True
1198,val,False,False,False
1199,test,False,False,False
1200,train,False,False,True
1201,train,False,True,True
1202,val,False,False,False
1203,train,False,True,True
1204,train,False,True,True
1205,train,False,False,True
1206,train,False,True,True
1207,train,False,False,True
1208,train,False,False,True
1209,train,False,False,True
1210,train,False,False,True
1211,val,False,False,False
1212,train,False,False,True
1213,test,False,False,False
1214,train,False,False,True
1215,train,False,False,True
1216,train,False,False,True
1217,train,False,True,True
1218,train,False,True,True
1219,val,False,False,False
1220,train,False,True,True
1221,train,False,False,True
1222,train,False,True,True
1223,train,False,True,True
1224,train,False,False,True
1225,train,False,False,True
1226,train,False,False,True
1227,val,False,False,False
1228,train,False,False,True
1229,train,False,True,True
1230,train,False,True,True
1231,val,False,False,False
1232,train,False,False,True
1233,train,False,False,True
1234,train,False,True,True
1235,train,False,False,True
1236,train,False,False,True
1237,train,False,True,True
1238,train,False,True,True
1239,train,False,True,True
1240,train,True,True,True
1241,train,False,False,True
1242,train,False,True,True
1243,val,False,False,False
1244,train,False,False,True
1245,train,False,False,True
1246,train,False,True,True
1247,val,False,False,False
1248,val,False,False,False
1249,train,False,False,True
1250,train,False,False,True
1251,train,False,False,True
1252,train,False,True,True
1253,train,False,True,True
1254,train,False,False,True
1255,train,False,False,True
1256,val,False,False,False
1257,train,False,False,True
1258,train,False,False,True
1259,val,False,False,False
1260,val,False,False,False
1261,test,False,False,False
1262,train,False,True,True
1263,val,False,False,False
1264,train,False,False,True
1265,train,False,False,True
1266,train,False,True,True
1267,train,False,True,True
1268,train,False,False,True
1269,train,False,False,True
1270,train,False,False,True
1271,train,False,False,True
1272,test,False,False,False
1273,val,False,False,False
1274,train,False,False,True
1275,train,False,True,True
1276,train,False,True,True
1277,train,False,False,True
1278,train,False,True,True
1279,train,False,True,True
1280,train,False,False,True
1281,train,False,False,True
1282,train,False,True,True
1283,train,False,True,True
1284,train,False,False,True
1285,train,False,False,True
1286,train,False,True,True
1287,train,False,False,True
1288,train,False,False,True
1289,train,False,False,True
1290,test,False,False,False
1291,train,True,True,True
1292,train,False,False,True
1293,train,False,True,True
1294,train,False,False,True
1295,train,False,False,True
1296,train,True,True,True
1297,test,False,False,False
1298,train,False,False,True
1299,train,False,False,True
1300,train,False,False,True
1301,train,False,False,True
1302,train,False,True,True
1303,test,False,False,False
1304,train,False,False,True
1305,val,False,False,False
1306,train,False,False,True
1307,train,False,False,True
1308,train,False,False,True
1309,train,False,False,True
1310,train,False,False,True
1311,train,False,False,True
1312,train,True,True,True
1313,train,False,False,True
1314,train,False,True,True
1315,train,False,False,True
1316,train,False,False,True
1317,train,False,False,True
1318,train,True,True,True
1319,train,False,True,True
1320,train,False,False,True
1321,test,False,False,False
1322,train,False,True,True
1323,test,False,False,False
1324,train,False,True,True
1325,train,False,False,True
1326,train,False,False,True
1327,train,False,True,True
1328,test,False,False,False
1329,train,False,False,True
1330,train,False,False,True
1331,train,False,False,True
1332,train,False,True,True
1333,train,False,False,True
1334,train,False,False,True
1335,train,False,False,True
1336,train,False,False,True
1337,train,False,False,True
1338,train,False,True,True
1339,train,False,True,True
1340,train,False,False,True
1341,train,False,False,True
1342,train,False,False,True
1343,train,False,False,True
1344,train,False,False,True
1345,train,False,False,True
1346,test,False,False,False
1347,test,False,False,False
1348,train,False,True,True
1349,train,False,False,True
1350,test,False,False,False
1351,train,False,False,True
1352,train,False,False,True
1353,val,False,False,False
1354,train,False,True,True
1355,val,False,False,False
1356,train,False,True,True
1357,train,False,True,True
