sample_id,split,split_strategy
203,train,random_iid
205,train,random_iid
206,train,random_iid
207,train,random_iid
208,train,random_iid
209,train,random_iid
210,train,random_iid
211,train,random_iid
212,train,random_iid
213,train,random_iid
214,train,random_iid
215,train,random_iid
216,train,random_iid
218,train,random_iid
219,train,random_iid
220,train,random_iid
221,train,random_iid
222,train,random_iid
223,train,random_iid
224,train,random_iid
225,train,random_iid
226,train,random_iid
227,train,random_iid
228,train,random_iid
229,train,random_iid
230,train,random_iid
232,train,random_iid
234,train,random_iid
235,train,random_iid
236,train,random_iid
237,train,random_iid
238,train,random_iid
239,train,random_iid
240,train,random_iid
241,train,random_iid
242,train,random_iid
243,train,random_iid
244,train,random_iid
245,train,random_iid
246,train,random_iid
248,train,random_iid
249,train,random_iid
250,train,random_iid
252,train,random_iid
253,train,random_iid
254,train,random_iid
255,train,random_iid
256,train,random_iid
257,train,random_iid
258,train,random_iid
259,train,random_iid
260,train,random_iid
261,train,random_iid
262,train,random_iid
264,train,random_iid
265,train,random_iid
266,train,random_iid
267,train,random_iid
268,train,random_iid
269,train,random_iid
270,train,random_iid
271,train,random_iid
272,train,random_iid
274,train,random_iid
275,train,random_iid
276,train,random_iid
277,train,random_iid
278,train,random_iid
279,train,random_iid
280,train,random_iid
281,train,random_iid
282,train,random_iid
283,train,random_iid
284,train,random_iid
285,train,random_iid
287,train,random_iid
288,train,random_iid
289,train,random_iid
292,train,random_iid
293,train,random_iid
294,train,random_iid
297,train,random_iid
298,train,random_iid
299,train,random_iid
300,train,random_iid
301,train,random_iid
302,train,random_iid
303,train,random_iid
304,train,random_iid
305,train,random_iid
306,train,random_iid
308,train,random_iid
309,train,random_iid
310,train,random_iid
311,train,random_iid
312,train,random_iid
314,train,random_iid
315,train,random_iid
316,train,random_iid
317,train,random_iid
318,train,random_iid
319,train,random_iid
320,train,random_iid
321,train,random_iid
324,train,random_iid
325,train,random_iid
328,train,random_iid
329,train,random_iid
330,train,random_iid
331,train,random_iid
332,train,random_iid
333,train,random_iid
334,train,random_iid
335,train,random_iid
336,train,random_iid
337,train,random_iid
338,train,random_iid
339,train,random_iid
340,train,random_iid
341,train,random_iid
342,train,random_iid
343,train,random_iid
345,train,random_iid
346,train,random_iid
347,train,random_iid
348,train,random_iid
349,train,random_iid
350,train,random_iid
352,train,random_iid
353,train,random_iid
354,train,random_iid
355,train,random_iid
356,train,random_iid
357,train,random_iid
358,train,random_iid
359,train,random_iid
360,train,random_iid
362,train,random_iid
363,train,random_iid
364,train,random_iid
365,train,random_iid
366,train,random_iid
367,train,random_iid
368,train,random_iid
369,train,random_iid
370,train,random_iid
371,train,random_iid
372,train,random_iid
374,train,random_iid
375,train,random_iid
376,train,random_iid
377,train,random_iid
378,train,random_iid
380,train,random_iid
381,train,random_iid
382,train,random_iid
383,train,random_iid
384,train,random_iid
385,train,random_iid
386,train,random_iid
388,train,random_iid
389,train,random_iid
390,train,random_iid
391,train,random_iid
392,train,random_iid
393,train,random_iid
394,train,random_iid
395,train,random_iid
396,train,random_iid
397,train,random_iid
398,train,random_iid
399,train,random_iid
403,train,random_iid
404,train,random_iid
405,train,random_iid
406,train,random_iid
407,train,random_iid
408,train,random_iid
412,train,random_iid
413,train,random_iid
414,train,random_iid
415,train,random_iid
416,train,random_iid
417,train,random_iid
418,train,random_iid
419,train,random_iid
420,train,random_iid
421,train,random_iid
422,train,random_iid
425,train,random_iid
426,train,random_iid
427,train,random_iid
430,train,random_iid
431,train,random_iid
432,train,random_iid
433,train,random_iid
435,train,random_iid
436,train,random_iid
437,train,random_iid
440,train,random_iid
442,train,random_iid
443,train,random_iid
444,train,random_iid
445,train,random_iid
446,train,random_iid
447,train,random_iid
448,train,random_iid
449,train,random_iid
451,train,random_iid
452,train,random_iid
453,train,random_iid
454,train,random_iid
456,train,random_iid
457,train,random_iid
458,train,random_iid
459,train,random_iid
461,train,random_iid
462,train,random_iid
463,train,random_iid
464,train,random_iid
466,train,random_iid
468,train,random_iid
469,train,random_iid
470,train,random_iid
471,train,random_iid
473,train,random_iid
474,train,random_iid
475,train,random_iid
477,train,random_iid
478,train,random_iid
479,train,random_iid
480,train,random_iid
481,train,random_iid
482,train,random_iid
483,train,random_iid
484,train,random_iid
486,train,random_iid
488,train,random_iid
489,train,random_iid
490,train,random_iid
491,train,random_iid
493,train,random_iid
495,train,random_iid
496,train,random_iid
497,train,random_iid
499,train,random_iid
500,train,random_iid
501,train,random_iid
502,train,random_iid
503,train,random_iid
504,train,random_iid
505,train,random_iid
506,train,random_iid
508,train,random_iid
509,train,random_iid
510,train,random_iid
512,train,random_iid
514,train,random_iid
515,train,random_iid
516,train,random_iid
517,train,random_iid
518,train,random_iid
519,train,random_iid
520,train,random_iid
521,train,random_iid
523,train,random_iid
524,train,random_iid
525,train,random_iid
526,train,random_iid
527,train,random_iid
528,train,random_iid
530,train,random_iid
531,train,random_iid
532,train,random_iid
533,train,random_iid
534,train,random_iid
535,train,random_iid
536,train,random_iid
537,train,random_iid
538,train,random_iid
539,train,random_iid
540,train,random_iid
541,train,random_iid
543,train,random_iid
544,train,random_iid
545,train,random_iid
546,train,random_iid
547,train,random_iid
548,train,random_iid
550,train,random_iid
552,train,random_iid
555,train,random_iid
556,train,random_iid
557,train,random_iid
559,train,random_iid
560,train,random_iid
561,train,random_iid
562,train,random_iid
564,train,random_iid
565,train,random_iid
566,train,random_iid
567,train,random_iid
568,train,random_iid
569,train,random_iid
571,train,random_iid
573,train,random_iid
574,train,random_iid
575,train,random_iid
577,train,random_iid
578,train,random_iid
579,train,random_iid
582,train,random_iid
584,train,random_iid
585,train,random_iid
586,train,random_iid
587,train,random_iid
588,train,random_iid
589,train,random_iid
590,train,random_iid
591,train,random_iid
592,train,random_iid
593,train,random_iid
594,train,random_iid
595,train,random_iid
596,train,random_iid
597,train,random_iid
598,train,random_iid
601,train,random_iid
602,train,random_iid
603,train,random_iid
604,train,random_iid
605,train,random_iid
606,train,random_iid
607,train,random_iid
609,train,random_iid
610,train,random_iid
611,train,random_iid
612,train,random_iid
613,train,random_iid
614,train,random_iid
615,train,random_iid
616,train,random_iid
617,train,random_iid
618,train,random_iid
619,train,random_iid
620,train,random_iid
622,train,random_iid
623,train,random_iid
624,train,random_iid
625,train,random_iid
626,train,random_iid
627,train,random_iid
628,train,random_iid
629,train,random_iid
630,train,random_iid
631,train,random_iid
632,train,random_iid
633,train,random_iid
634,train,random_iid
636,train,random_iid
637,train,random_iid
638,train,random_iid
639,train,random_iid
640,train,random_iid
641,train,random_iid
642,train,random_iid
643,train,random_iid
644,train,random_iid
645,train,random_iid
646,train,random_iid
647,train,random_iid
648,train,random_iid
650,train,random_iid
652,train,random_iid
653,train,random_iid
654,train,random_iid
655,train,random_iid
656,train,random_iid
658,train,random_iid
659,train,random_iid
660,train,random_iid
661,train,random_iid
663,train,random_iid
664,train,random_iid
665,train,random_iid
666,train,random_iid
667,train,random_iid
668,train,random_iid
670,train,random_iid
671,train,random_iid
672,train,random_iid
675,train,random_iid
676,train,random_iid
677,train,random_iid
678,train,random_iid
679,train,random_iid
680,train,random_iid
681,train,random_iid
682,train,random_iid
683,train,random_iid
684,train,random_iid
686,train,random_iid
687,train,random_iid
688,train,random_iid
689,train,random_iid
690,train,random_iid
691,train,random_iid
692,train,random_iid
693,train,random_iid
694,train,random_iid
695,train,random_iid
696,train,random_iid
697,train,random_iid
698,train,random_iid
699,train,random_iid
700,train,random_iid
701,train,random_iid
702,train,random_iid
703,train,random_iid
704,train,random_iid
706,train,random_iid
709,train,random_iid
710,train,random_iid
711,train,random_iid
712,train,random_iid
713,train,random_iid
714,train,random_iid
716,train,random_iid
717,train,random_iid
718,train,random_iid
719,train,random_iid
720,train,random_iid
722,train,random_iid
723,train,random_iid
724,train,random_iid
725,train,random_iid
726,train,random_iid
727,train,random_iid
728,train,random_iid
730,train,random_iid
731,train,random_iid
732,train,random_iid
734,train,random_iid
735,train,random_iid
737,train,random_iid
738,train,random_iid
740,train,random_iid
741,train,random_iid
742,train,random_iid
743,train,random_iid
745,train,random_iid
746,train,random_iid
748,train,random_iid
749,train,random_iid
750,train,random_iid
752,train,random_iid
753,train,random_iid
754,train,random_iid
755,train,random_iid
756,train,random_iid
757,train,random_iid
758,train,random_iid
759,train,random_iid
760,train,random_iid
761,train,random_iid
763,train,random_iid
764,train,random_iid
765,train,random_iid
766,train,random_iid
767,train,random_iid
769,train,random_iid
770,train,random_iid
771,train,random_iid
772,train,random_iid
773,train,random_iid
774,train,random_iid
775,train,random_iid
776,train,random_iid
777,train,random_iid
778,train,random_iid
779,train,random_iid
781,train,random_iid
782,train,random_iid
783,train,random_iid
784,train,random_iid
785,train,random_iid
786,train,random_iid
787,train,random_iid
788,train,random_iid
789,train,random_iid
791,train,random_iid
793,train,random_iid
794,train,random_iid
796,train,random_iid
797,train,random_iid
798,train,random_iid
799,train,random_iid
800,train,random_iid
801,train,random_iid
802,train,random_iid
803,train,random_iid
804,train,random_iid
805,train,random_iid
806,train,random_iid
807,train,random_iid
808,train,random_iid
810,train,random_iid
811,train,random_iid
812,train,random_iid
813,train,random_iid
814,train,random_iid
815,train,random_iid
816,train,random_iid
818,train,random_iid
819,train,random_iid
821,train,random_iid
823,train,random_iid
824,train,random_iid
825,train,random_iid
826,train,random_iid
827,train,random_iid
829,train,random_iid
830,train,random_iid
831,train,random_iid
832,train,random_iid
833,train,random_iid
834,train,random_iid
835,train,random_iid
836,train,random_iid
837,train,random_iid
838,train,random_iid
839,train,random_iid
840,train,random_iid
841,train,random_iid
842,train,random_iid
843,train,random_iid
844,train,random_iid
845,train,random_iid
846,train,random_iid
847,train,random_iid
849,train,random_iid
850,train,random_iid
851,train,random_iid
853,train,random_iid
854,train,random_iid
855,train,random_iid
857,train,random_iid
859,train,random_iid
861,train,random_iid
862,train,random_iid
864,train,random_iid
865,train,random_iid
866,train,random_iid
867,train,random_iid
868,train,random_iid
869,train,random_iid
870,train,random_iid
871,train,random_iid
872,train,random_iid
873,train,random_iid
874,train,random_iid
875,train,random_iid
876,train,random_iid
877,train,random_iid
879,train,random_iid
881,train,random_iid
882,train,random_iid
883,train,random_iid
885,train,random_iid
886,train,random_iid
887,train,random_iid
888,train,random_iid
889,train,random_iid
891,train,random_iid
892,train,random_iid
894,train,random_iid
895,train,random_iid
896,train,random_iid
897,train,random_iid
899,train,random_iid
900,train,random_iid
901,train,random_iid
903,train,random_iid
904,train,random_iid
905,train,random_iid
906,train,random_iid
907,train,random_iid
908,train,random_iid
909,train,random_iid
910,train,random_iid
911,train,random_iid
912,train,random_iid
913,train,random_iid
914,train,random_iid
915,train,random_iid
916,train,random_iid
917,train,random_iid
918,train,random_iid
919,train,random_iid
920,train,random_iid
921,train,random_iid
922,train,random_iid
923,train,random_iid
924,train,random_iid
925,train,random_iid
926,train,random_iid
929,train,random_iid
930,train,random_iid
931,train,random_iid
932,train,random_iid
933,train,random_iid
934,train,random_iid
935,train,random_iid
937,train,random_iid
938,train,random_iid
939,train,random_iid
940,train,random_iid
941,train,random_iid
943,train,random_iid
944,train,random_iid
945,train,random_iid
946,train,random_iid
947,train,random_iid
948,train,random_iid
949,train,random_iid
951,train,random_iid
952,train,random_iid
953,train,random_iid
954,train,random_iid
955,train,random_iid
956,train,random_iid
957,train,random_iid
958,train,random_iid
959,train,random_iid
961,train,random_iid
962,train,random_iid
964,train,random_iid
965,train,random_iid
966,train,random_iid
968,train,random_iid
969,train,random_iid
972,train,random_iid
973,train,random_iid
974,train,random_iid
975,train,random_iid
976,train,random_iid
978,train,random_iid
982,train,random_iid
983,train,random_iid
984,train,random_iid
985,train,random_iid
986,train,random_iid
987,train,random_iid
988,train,random_iid
989,train,random_iid
990,train,random_iid
991,train,random_iid
992,train,random_iid
993,train,random_iid
994,train,random_iid
995,train,random_iid
996,train,random_iid
997,train,random_iid
998,train,random_iid
999,train,random_iid
1000,train,random_iid
1001,train,random_iid
1002,train,random_iid
1003,train,random_iid
1004,train,random_iid
1005,train,random_iid
1006,train,random_iid
1007,train,random_iid
1008,train,random_iid
1009,train,random_iid
1010,train,random_iid
1011,train,random_iid
1012,train,random_iid
1013,train,random_iid
1014,train,random_iid
1015,train,random_iid
1016,train,random_iid
1017,train,random_iid
1018,train,random_iid
1019,train,random_iid
1021,train,random_iid
1022,train,random_iid
1024,train,random_iid
1025,train,random_iid
1028,train,random_iid
1029,train,random_iid
1030,train,random_iid
1031,train,random_iid
1032,train,random_iid
1033,train,random_iid
1036,train,random_iid
1037,train,random_iid
1038,train,random_iid
1039,train,random_iid
1040,train,random_iid
1041,train,random_iid
1042,train,random_iid
1043,train,random_iid
1044,train,random_iid
1045,train,random_iid
1046,train,random_iid
1047,train,random_iid
1048,train,random_iid
1049,train,random_iid
1050,train,random_iid
1051,train,random_iid
1052,train,random_iid
1053,train,random_iid
1054,train,random_iid
1055,train,random_iid
1056,train,random_iid
1057,train,random_iid
1058,train,random_iid
1059,train,random_iid
1060,train,random_iid
1061,train,random_iid
1062,train,random_iid
1063,train,random_iid
1064,train,random_iid
1065,train,random_iid
1067,train,random_iid
1068,train,random_iid
1069,train,random_iid
1072,train,random_iid
1073,train,random_iid
1074,train,random_iid
1075,train,random_iid
1076,train,random_iid
1077,train,random_iid
1078,train,random_iid
1079,train,random_iid
1080,train,random_iid
1081,train,random_iid
1082,train,random_iid
1083,train,random_iid
1085,train,random_iid
1088,train,random_iid
1089,train,random_iid
1090,train,random_iid
1091,train,random_iid
1093,train,random_iid
1094,train,random_iid
1095,train,random_iid
1096,train,random_iid
1097,train,random_iid
1099,train,random_iid
1100,train,random_iid
1101,train,random_iid
1102,train,random_iid
1103,train,random_iid
1104,train,random_iid
1105,train,random_iid
1106,train,random_iid
1107,train,random_iid
1108,train,random_iid
1109,train,random_iid
1110,train,random_iid
1111,train,random_iid
1112,train,random_iid
1113,train,random_iid
1115,train,random_iid
1117,train,random_iid
1118,train,random_iid
1119,train,random_iid
1120,train,random_iid
1121,train,random_iid
1122,train,random_iid
1123,train,random_iid
1124,train,random_iid
1125,train,random_iid
1126,train,random_iid
1127,train,random_iid
1128,train,random_iid
1129,train,random_iid
1130,train,random_iid
1131,train,random_iid
1132,train,random_iid
1133,train,random_iid
1134,train,random_iid
1135,train,random_iid
1136,train,random_iid
1138,train,random_iid
1139,train,random_iid
1140,train,random_iid
1141,train,random_iid
1142,train,random_iid
1143,train,random_iid
1145,train,random_iid
1146,train,random_iid
1148,train,random_iid
1149,train,random_iid
1150,train,random_iid
1151,train,random_iid
1152,train,random_iid
1153,train,random_iid
1154,train,random_iid
1155,train,random_iid
1159,train,random_iid
1160,train,random_iid
1161,train,random_iid
1164,train,random_iid
1166,train,random_iid
1168,train,random_iid
1169,train,random_iid
1170,train,random_iid
1173,train,random_iid
1174,train,random_iid
1175,train,random_iid
1176,train,random_iid
1177,train,random_iid
1178,train,random_iid
1179,train,random_iid
1180,train,random_iid
1181,train,random_iid
1183,train,random_iid
1184,train,random_iid
1185,train,random_iid
1186,train,random_iid
1187,train,random_iid
1189,train,random_iid
1190,train,random_iid
1191,train,random_iid
1192,train,random_iid
1194,train,random_iid
1195,train,random_iid
1196,train,random_iid
1197,train,random_iid
1200,train,random_iid
1201,train,random_iid
1203,train,random_iid
1204,train,random_iid
1205,train,random_iid
1206,train,random_iid
1207,train,random_iid
1208,train,random_iid
1209,train,random_iid
1210,train,random_iid
1212,train,random_iid
1214,train,random_iid
1215,train,random_iid
1216,train,random_iid
1217,train,random_iid
1218,train,random_iid
1220,train,random_iid
1221,train,random_iid
1222,train,random_iid
1223,train,random_iid
1224,train,random_iid
1225,train,random_iid
1226,train,random_iid
1228,train,random_iid
1229,train,random_iid
1230,train,random_iid
1232,train,random_iid
1233,train,random_iid
1234,train,random_iid
1235,train,random_iid
1236,train,random_iid
1237,train,random_iid
1238,train,random_iid
1239,train,random_iid
1240,train,random_iid
1241,train,random_iid
1242,train,random_iid
1244,train,random_iid
1245,train,random_iid
1246,train,random_iid
1249,train,random_iid
1250,train,random_iid
1251,train,random_iid
1252,train,random_iid
1253,train,random_iid
1254,train,random_iid
1255,train,random_iid
1257,train,random_iid
1258,train,random_iid
1262,train,random_iid
1264,train,random_iid
1265,train,random_iid
1266,train,random_iid
1267,train,random_iid
1268,train,random_iid
1269,train,random_iid
1270,train,random_iid
1271,train,random_iid
1274,train,random_iid
1275,train,random_iid
1276,train,random_iid
1277,train,random_iid
1278,train,random_iid
1279,train,random_iid
1280,train,random_iid
1281,train,random_iid
1282,train,random_iid
1283,train,random_iid
1284,train,random_iid
1285,train,random_iid
1286,train,random_iid
1287,train,random_iid
1288,train,random_iid
1289,train,random_iid
1291,train,random_iid
1292,train,random_iid
1293,train,random_iid
1294,train,random_iid
1295,train,random_iid
1296,train,random_iid
1298,train,random_iid
1299,train,random_iid
1300,train,random_iid
1301,train,random_iid
1302,train,random_iid
1304,train,random_iid
1306,train,random_iid
1307,train,random_iid
1308,train,random_iid
1309,train,random_iid
1310,train,random_iid
1311,train,random_iid
1312,train,random_iid
1313,train,random_iid
1314,train,random_iid
1315,train,random_iid
1316,train,random_iid
1317,train,random_iid
1318,train,random_iid
1319,train,random_iid
1320,train,random_iid
1322,train,random_iid
1324,train,random_iid
1325,train,random_iid
1326,train,random_iid
1327,train,random_iid
1329,train,random_iid
1330,train,random_iid
1331,train,random_iid
1332,train,random_iid
1333,train,random_iid
1334,train,random_iid
1335,train,random_iid
1336,train,random_iid
1337,train,random_iid
1338,train,random_iid
1339,train,random_iid
1340,train,random_iid
1341,train,random_iid
1342,train,random_iid
1343,train,random_iid
1344,train,random_iid
1345,train,random_iid
1348,train,random_iid
1349,train,random_iid
1351,train,random_iid
1352,train,random_iid
1354,train,random_iid
1356,train,random_iid
1357,train,random_iid
1358,train,random_iid
1359,train,random_iid
1360,train,random_iid
1361,train,random_iid
1362,train,random_iid
1363,train,random_iid
1364,train,random_iid
1365,train,random_iid
1366,train,random_iid
1367,train,random_iid
1368,train,random_iid
1369,train,random_iid
1372,train,random_iid
1373,train,random_iid
1374,train,random_iid
1375,train,random_iid
1376,train,random_iid
1377,train,random_iid
1378,train,random_iid
1379,train,random_iid
1380,train,random_iid
1381,train,random_iid
1382,train,random_iid
1385,train,random_iid
1386,train,random_iid
1387,train,random_iid
1388,train,random_iid
1389,train,random_iid
1390,train,random_iid
1391,train,random_iid
1392,train,random_iid
1393,train,random_iid
1394,train,random_iid
1395,train,random_iid
1398,train,random_iid
1399,train,random_iid
1400,train,random_iid
1402,train,random_iid
1403,train,random_iid
1405,train,random_iid
1406,train,random_iid
1407,train,random_iid
1408,train,random_iid
1410,train,random_iid
1411,train,random_iid
1412,train,random_iid
1413,train,random_iid
1414,train,random_iid
1415,train,random_iid
1417,train,random_iid
1418,train,random_iid
1420,train,random_iid
1421,train,random_iid
1425,train,random_iid
1426,train,random_iid
1428,train,random_iid
1431,train,random_iid
1434,train,random_iid
1435,train,random_iid
1436,train,random_iid
1437,train,random_iid
1438,train,random_iid
1439,train,random_iid
1440,train,random_iid
1441,train,random_iid
1442,train,random_iid
1443,train,random_iid
1445,train,random_iid
1446,train,random_iid
1447,train,random_iid
1449,train,random_iid
1451,train,random_iid
1452,train,random_iid
1454,train,random_iid
1455,train,random_iid
1457,train,random_iid
1458,train,random_iid
1459,train,random_iid
1460,train,random_iid
1461,train,random_iid
1462,train,random_iid
1464,train,random_iid
1465,train,random_iid
1466,train,random_iid
1467,train,random_iid
1468,train,random_iid
1469,train,random_iid
1470,train,random_iid
1471,train,random_iid
1472,train,random_iid
1474,train,random_iid
1475,train,random_iid
1476,train,random_iid
1477,train,random_iid
1478,train,random_iid
1479,train,random_iid
1480,train,random_iid
1481,train,random_iid
1484,train,random_iid
1485,train,random_iid
1486,train,random_iid
1487,train,random_iid
1488,train,random_iid
1489,train,random_iid
1491,train,random_iid
1492,train,random_iid
1495,train,random_iid
1496,train,random_iid
1497,train,random_iid
1498,train,random_iid
1499,train,random_iid
1500,train,random_iid
1501,train,random_iid
1502,train,random_iid
1503,train,random_iid
1504,train,random_iid
1505,train,random_iid
1506,train,random_iid
1507,train,random_iid
1508,train,random_iid
1509,train,random_iid
1511,train,random_iid
1513,train,random_iid
1514,train,random_iid
1515,train,random_iid
1516,train,random_iid
1517,train,random_iid
1518,train,random_iid
1519,train,random_iid
1520,train,random_iid
1522,train,random_iid
1523,train,random_iid
1524,train,random_iid
1525,train,random_iid
1526,train,random_iid
1528,train,random_iid
1529,train,random_iid
1530,train,random_iid
1532,train,random_iid
1533,train,random_iid
1534,train,random_iid
1535,train,random_iid
1536,train,random_iid
1539,train,random_iid
1540,train,random_iid
1541,train,random_iid
1542,train,random_iid
1543,train,random_iid
1544,train,random_iid
1545,train,random_iid
1546,train,random_iid
1547,train,random_iid
1548,train,random_iid
1549,train,random_iid
1550,train,random_iid
1551,train,random_iid
1552,train,random_iid
1553,train,random_iid
1556,train,random_iid
1558,train,random_iid
1559,train,random_iid
1560,train,random_iid
1561,train,random_iid
1562,train,random_iid
1563,train,random_iid
1564,train,random_iid
1565,train,random_iid
1566,train,random_iid
1567,train,random_iid
1568,train,random_iid
1569,train,random_iid
1570,train,random_iid
1571,train,random_iid
1572,train,random_iid
1573,train,random_iid
1574,train,random_iid
1575,train,random_iid
1576,train,random_iid
1577,train,random_iid
1578,train,random_iid
1579,train,random_iid
1581,train,random_iid
1582,train,random_iid
1583,train,random_iid
1584,train,random_iid
1585,train,random_iid
1586,train,random_iid
1587,train,random_iid
1590,train,random_iid
1591,train,random_iid
1592,train,random_iid
1593,train,random_iid
1594,train,random_iid
1595,train,random_iid
1596,train,random_iid
1597,train,random_iid
1598,train,random_iid
1600,train,random_iid
1601,train,random_iid
1602,train,random_iid
1603,train,random_iid
1605,train,random_iid
1606,train,random_iid
1607,train,random_iid
1608,train,random_iid
1609,train,random_iid
1610,train,random_iid
1612,train,random_iid
1615,train,random_iid
1617,train,random_iid
1619,train,random_iid
1620,train,random_iid
1621,train,random_iid
1622,train,random_iid
1623,train,random_iid
1625,train,random_iid
1627,train,random_iid
1628,train,random_iid
1629,train,random_iid
1630,train,random_iid
1631,train,random_iid
1633,train,random_iid
1634,train,random_iid
1635,train,random_iid
1636,train,random_iid
1637,train,random_iid
1638,train,random_iid
1639,train,random_iid
1641,train,random_iid
1642,train,random_iid
1643,train,random_iid
1644,train,random_iid
1646,train,random_iid
1647,train,random_iid
1648,train,random_iid
1649,train,random_iid
1650,train,random_iid
1651,train,random_iid
1652,train,random_iid
1653,train,random_iid
1654,train,random_iid
1655,train,random_iid
1656,train,random_iid
1657,train,random_iid
1658,train,random_iid
1659,train,random_iid
1660,train,random_iid
1661,train,random_iid
1662,train,random_iid
1664,train,random_iid
1665,train,random_iid
1666,train,random_iid
1667,train,random_iid
1668,train,random_iid
1669,train,random_iid
1671,train,random_iid
1672,train,random_iid
1674,train,random_iid
1675,train,random_iid
1676,train,random_iid
1677,train,random_iid
1678,train,random_iid
1679,train,random_iid
1680,train,random_iid
1681,train,random_iid
1682,train,random_iid
1683,train,random_iid
1684,train,random_iid
1685,train,random_iid
1687,train,random_iid
1688,train,random_iid
1689,train,random_iid
1690,train,random_iid
1691,train,random_iid
1692,train,random_iid
1693,train,random_iid
1694,train,random_iid
1695,train,random_iid
1696,train,random_iid
1698,train,random_iid
1699,train,random_iid
1700,train,random_iid
1701,train,random_iid
1702,train,random_iid
1703,train,random_iid
1706,train,random_iid
1707,train,random_iid
1709,train,random_iid
1711,train,random_iid
1714,train,random_iid
1715,train,random_iid
1716,train,random_iid
1717,train,random_iid
1718,train,random_iid
1719,train,random_iid
1720,train,random_iid
1721,train,random_iid
1723,train,random_iid
1724,train,random_iid
1725,train,random_iid
1726,train,random_iid
1727,train,random_iid
1728,train,random_iid
1731,train,random_iid
1732,train,random_iid
1733,train,random_iid
1734,train,random_iid
1735,train,random_iid
1737,train,random_iid
1738,train,random_iid
1739,train,random_iid
1740,train,random_iid
1741,train,random_iid
1742,train,random_iid
1743,train,random_iid
1744,train,random_iid
1745,train,random_iid
1746,train,random_iid
1748,train,random_iid
1749,train,random_iid
1750,train,random_iid
1751,train,random_iid
1752,train,random_iid
1753,train,random_iid
1754,train,random_iid
1755,train,random_iid
1756,train,random_iid
1758,train,random_iid
1759,train,random_iid
1761,train,random_iid
1762,train,random_iid
1763,train,random_iid
1764,train,random_iid
1766,train,random_iid
1767,train,random_iid
1770,train,random_iid
1771,train,random_iid
1772,train,random_iid
1773,train,random_iid
1774,train,random_iid
1775,train,random_iid
1778,train,random_iid
1779,train,random_iid
1780,train,random_iid
1781,train,random_iid
1782,train,random_iid
1783,train,random_iid
1784,train,random_iid
1785,train,random_iid
1786,train,random_iid
1787,train,random_iid
1788,train,random_iid
